date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-06-10,0050,元大台灣50,102.6,102.95,100.2,100.25,192916,-62998,1250,-48623,6.23,93.76,100.0
2026-06-10,0051,元大中型100,140.4,141.3,136.15,136.15,183,14,0,-118,0.56,99.43,100.0
2026-06-10,0052,富邦科技,59.5,59.9,58.25,58.25,46858,-1756,0,-12295,1.56,98.43,100.0
2026-06-10,0053,元大電子,237.7,237.7,227.3,227.3,58,-7,0,-36,1.09,98.9,100.0
2026-06-10,0055,元大MSCI金融,39.97,40.09,39.46,39.55,1344,93,0,-262,1.07,98.92,100.0
2026-06-10,0056,元大高股息,50.5,51.05,49.59,49.62,73135,-12115,0,-14076,0.7,99.29,100.0
2026-06-10,0057,富邦摩台,303.6,304.1,293.7,293.7,71,-15,0,-8,5.9,94.09,100.0
2026-06-10,0061,元大寶滬深,24.49,24.5,24.26,24.26,335,-49,0,156,5.11,94.88,100.0
2026-06-10,1101,台泥,23.95,24.25,23.85,23.9,31959,-3731,268,-266,14.24,85.75,100.0
2026-06-10,1102,亞泥,33.8,34.6,33.8,34.4,16526,-2353,128,138,12.35,87.64,100.0
2026-06-10,1103,嘉泥,13.3,13.5,13.25,13.45,224,36,0,0,4.56,95.43,100.0
2026-06-10,1104,環泥,29.05,29.25,28.75,29.0,895,207,0,3,15.17,84.82,100.0
2026-06-10,1108,幸福,13.75,13.8,13.55,13.6,881,185,0,2,1.36,98.63,100.0
2026-06-10,1109,信大,14.65,14.65,14.4,14.6,455,80,0,23,2.34,97.65,100.0
2026-06-10,1110,東泥,15.3,15.5,15.25,15.4,281,2,0,-8,5.8,94.19,100.0
2026-06-10,1201,味全,12.2,12.45,12.15,12.4,388,43,0,3,5.0,94.99,100.0
2026-06-10,1203,味王,41.15,41.95,41.15,41.7,26,-9,0,0,1.72,98.27,100.0
2026-06-10,1210,大成,54.6,56.0,54.5,55.4,10026,-596,4990,75,9.12,90.87,100.0
2026-06-10,1213,大飲,8.4,8.4,8.28,8.4,4,0,0,0,0.01,99.98,100.0
2026-06-10,1215,卜蜂,116.0,119.0,115.0,118.0,3893,2082,-1810,4,37.53,62.46,100.0
2026-06-10,1216,統一,73.3,74.7,73.3,74.4,16700,2575,-27,563,31.48,68.51,100.0
2026-06-10,1217,愛之味,9.85,9.92,9.84,9.87,678,76,0,4,7.93,92.06,100.0
2026-06-10,1218,泰山,19.4,19.45,19.3,19.35,1386,-24,0,5,4.06,95.93,100.0
2026-06-10,1219,福壽,12.35,12.55,12.35,12.5,405,107,0,-3,5.52,94.47,100.0
2026-06-10,1220,台榮,11.65,11.75,11.6,11.65,142,-30,0,-2,7.08,92.91,100.0
2026-06-10,1225,福懋油,29.75,31.0,29.7,30.35,527,53,0,-2,1.38,98.61,100.0
2026-06-10,1227,佳格,28.6,28.8,28.35,28.35,5228,3826,0,7,6.61,93.38,100.0
2026-06-10,1229,聯華,41.5,41.95,41.2,41.55,2784,1036,0,0,8.99,91.0,100.0
2026-06-10,1231,聯華食,87.2,87.8,86.4,87.1,279,30,0,1,2.71,97.28,100.0
2026-06-10,1232,大統益,148.5,150.0,148.0,149.5,157,-13,0,-1,2.51,97.48,100.0
2026-06-10,1233,天仁,27.6,27.75,27.55,27.55,24,-5,0,-1,5.76,94.23,100.0
2026-06-10,1234,黑松,34.4,34.9,34.4,34.9,108,13,0,0,4.72,95.27,100.0
2026-06-10,1235,興泰,36.35,37.6,36.35,37.6,24,-8,0,-1,0.25,99.74,100.0
2026-06-10,1236,宏亞,25.9,25.9,25.3,25.6,69,-20,0,-1,0.45,99.54,100.0
2026-06-10,1240,茂生農經,58.0,58.0,57.7,57.7,12,0,0,0,3.66,96.33,100.0
2026-06-10,1256,鮮活果汁-KY,180.0,183.0,175.5,178.0,107,-21,0,2,4.51,95.48,100.0
2026-06-10,1259,安心,58.3,58.4,58.3,58.4,4,-1,0,0,26.12,73.87,100.0
2026-06-10,1260,富味鄉,23.79,24.15,23.0,24.15,23,0,0,0,0.0,0.0,0.0
2026-06-10,1264,德麥,269.0,269.5,266.5,267.0,41,-9,0,0,1.74,98.25,100.0
2026-06-10,1268,漢來美食,168.0,169.5,167.5,168.5,23,3,0,0,1.7,98.29,100.0
2026-06-10,1269,乾杯,65.73,68.4,63.2,68.4,14,1,0,0,0.0,0.0,0.0
2026-06-10,1271,晨暉生技,67.72,66.8,62.8,63.9,254,-10,0,0,0.0,0.0,0.0
2026-06-10,1293,利統,27.07,27.3,26.7,26.9,11,0,0,0,0.0,0.0,0.0
2026-06-10,1294,漢田生技,83.5,83.5,78.1,78.2,146,-6,0,0,0.61,99.38,100.0
2026-06-10,1295,生合,48.2,49.45,48.2,49.1,49,-12,0,0,2.28,97.71,100.0
2026-06-10,1301,台塑,45.3,45.5,44.4,44.4,32304,-16032,0,-2,30.2,69.79,100.0
2026-06-10,1303,南亞,97.6,101.0,94.6,94.8,44236,-4146,123,-1744,34.39,65.6,100.0
2026-06-10,1304,台聚,12.65,12.85,12.55,12.75,3271,706,0,26,28.24,71.75,100.0
2026-06-10,1305,華夏,12.55,12.75,12.25,12.55,2521,573,0,-5,4.46,95.53,100.0
2026-06-10,1307,三芳,34.8,35.5,34.7,35.0,2064,1130,-9,27,7.6,92.39,100.0
2026-06-10,1308,亞聚,13.4,13.6,13.35,13.45,1597,490,0,0,4.05,95.94,100.0
2026-06-10,1309,台達化,15.1,15.4,15.0,15.0,3727,372,0,-13,2.73,97.26,100.0
2026-06-10,1310,台苯,8.61,8.78,8.54,8.57,2979,560,0,-13,4.8,95.19,100.0
2026-06-10,1312,國喬,13.5,13.95,13.2,13.2,13999,780,0,-317,3.44,96.55,100.0
2026-06-10,1313,聯成,10.8,11.25,10.75,11.05,4679,1259,0,-14,5.44,94.55,100.0
2026-06-10,1314,中石化,7.73,7.85,7.65,7.73,25129,4624,0,419,8.72,91.27,100.0
2026-06-10,1315,達新,60.8,61.2,60.8,61.2,22,-11,0,-1,1.24,98.75,100.0
2026-06-10,1316,上曜,10.5,11.45,10.45,11.0,14804,-2651,0,51,4.28,95.71,100.0
2026-06-10,1319,東陽,103.0,108.0,102.0,107.0,10501,-1084,3421,1,6.66,93.33,100.0
2026-06-10,1321,大洋,29.1,31.5,29.1,31.15,538,-53,0,-3,6.82,93.17,100.0
2026-06-10,1323,永裕,19.7,19.8,19.55,19.55,54,-18,0,1,1.25,98.74,100.0
2026-06-10,1324,地球,10.45,10.7,10.4,10.4,55,-7,0,-1,0.88,99.11,100.0
2026-06-10,1325,恆大,26.4,26.55,26.05,26.05,219,8,0,0,1.51,98.48,100.0
2026-06-10,1326,台化,47.7,48.35,46.15,46.2,24802,-7074,0,-819,37.45,62.54,100.0
2026-06-10,1336,台翰,13.95,13.95,13.55,13.75,89,6,0,0,3.3,96.69,100.0
2026-06-10,1337,再生-KY,5.01,5.02,4.94,4.94,400,42,0,-7,25.87,74.12,100.0
2026-06-10,1338,廣華-KY,16.65,16.85,16.5,16.65,123,-12,0,2,6.87,93.12,100.0
2026-06-10,1339,昭輝,43.6,44.4,43.3,43.5,176,0,0,0,1.15,98.84,100.0
2026-06-10,1340,勝悅-KY,5.5,5.64,5.43,5.62,261,-4,0,-8,26.27,73.72,100.0
2026-06-10,1341,富林-KY,60.5,62.0,60.5,61.6,13,1,0,0,79.9,20.09,100.0
2026-06-10,1342,八貫,109.5,111.5,107.0,108.0,1261,-15,0,-1,31.01,68.98,100.0
2026-06-10,1343,旭東環保,19.11,19.75,18.95,19.5,54,0,0,0,0.0,0.0,0.0
2026-06-10,1402,遠東新,27.55,27.95,27.15,27.65,49549,-17149,25114,-471,15.72,84.27,100.0
