date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-02-25,50,元大台灣50,80.35,81.8,80.25,81.1,167423,-36864,5000,-21295,2.89,97.1,100.0,-
2026-02-25,51,元大中型100,111.05,112.2,111.0,112.1,122,0,0,-37,0.57,99.42,100.0,-
2026-02-25,52,富邦科技,48.85,48.85,47.9,48.38,83893,-10886,680,-35060,1.58,98.41,100.0,-
2026-02-25,53,元大電子,176.45,180.0,176.45,179.4,24,0,0,0,1.33,98.66,100.0,-
2026-02-25,55,元大MSCI金融,34.28,34.28,33.85,34.0,311,9,0,-151,0.62,99.37,100.0,-
2026-02-25,56,元大高股息,39.81,40.3,39.81,40.05,86681,5166,0,52059,0.67,99.32,100.0,-
2026-02-25,57,富邦摩台,237.55,238.95,237.15,238.8,29,-1,0,5,5.24,94.75,100.0,-
2026-02-25,61,元大寶滬深,23.75,23.94,23.68,23.87,521,-133,0,406,5.89,94.1,100.0,-
2026-02-25,1101,台泥,26.45,26.65,26.25,26.55,24756,7759,-19,-111,18.65,81.34,100.0,-
2026-02-25,1102,亞泥,35.7,36.05,35.65,35.8,10270,4282,-2972,-222,17.14,82.85,100.0,-
2026-02-25,1103,嘉泥,14.15,14.15,13.95,14.15,709,175,0,17,4.57,95.42,100.0,-
2026-02-25,1104,環泥,30.1,30.3,29.8,30.15,1321,463,0,-12,16.34,83.65,100.0,-
2026-02-25,1108,幸福,15.25,15.25,15.15,15.25,156,57,0,-9,1.34,98.65,100.0,-
2026-02-25,1109,信大,15.8,15.85,15.7,15.85,165,20,0,0,2.35,97.64,100.0,-
2026-02-25,1110,東泥,16.6,16.7,16.35,16.45,145,29,0,0,6.01,93.98,100.0,-
2026-02-25,1201,味全,14.65,14.65,14.45,14.55,602,-43,0,-12,5.51,94.48,100.0,-
2026-02-25,1203,味王,40.45,41.0,40.45,41.0,37,22,0,0,1.66,98.33,100.0,-
2026-02-25,1210,大成,51.3,51.4,51.0,51.1,1587,-159,-186,10,10.2,89.79,100.0,-
2026-02-25,1213,大飲,9.74,9.74,9.74,9.74,1,0,0,0,0.01,99.98,100.0,-
2026-02-25,1215,卜蜂,150.5,152.0,149.0,151.0,821,371,-14,4,41.92,58.07,100.0,-
2026-02-25,1216,統一,74.6,75.0,74.3,74.7,12335,5822,-3112,-612,33.06,66.93,100.0,-
2026-02-25,1217,愛之味,10.65,10.65,10.5,10.55,591,-247,0,0,8.45,91.54,100.0,-
2026-02-25,1218,泰山,18.35,18.4,18.2,18.25,941,201,0,-12,3.3,96.69,100.0,-
2026-02-25,1219,福壽,13.65,13.65,13.5,13.6,285,22,0,0,5.5,94.49,100.0,-
2026-02-25,1220,台榮,13.05,13.1,13.0,13.1,128,11,0,5,7.07,92.92,100.0,-
2026-02-25,1225,福懋油,29.2,29.45,28.85,29.4,161,61,0,4,1.55,98.44,100.0,-
2026-02-25,1227,佳格,30.2,30.3,30.0,30.2,932,319,0,9,5.87,94.12,100.0,-
2026-02-25,1229,聯華,44.9,44.95,44.5,44.65,3494,-207,0,18,9.49,90.5,100.0,-
2026-02-25,1231,聯華食,90.4,90.4,87.7,87.9,1955,53,0,1,2.62,97.37,100.0,-
2026-02-25,1232,大統益,151.0,151.5,150.5,151.5,79,29,0,2,2.38,97.61,100.0,-
2026-02-25,1233,天仁,32.85,33.5,32.75,33.5,38,11,0,4,5.58,94.41,100.0,-
