date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-01-22,50,元大台灣50,71.9,72.05,71.6,71.8,101703,-5903,300,-39852,2.49,97.5,100.0,-
2026-01-22,51,元大中型100,103.15,103.7,102.85,103.0,88,2,0,-41,0.58,99.41,100.0,-
2026-01-22,52,富邦科技,42.51,42.7,42.37,42.42,36697,-522,0,-2485,0.81,99.18,100.0,-
2026-01-22,53,元大電子,158.0,159.15,157.6,158.25,17,0,0,-4,1.17,98.82,100.0,-
2026-01-22,55,元大MSCI金融,32.1,32.37,32.06,32.13,103,15,0,9,0.55,99.44,100.0,-
2026-01-22,56,元大高股息,37.91,37.94,37.74,37.76,96664,25779,0,-1809,0.48,99.51,100.0,-
2026-01-22,57,富邦摩台,211.9,213.15,211.9,212.45,55,0,0,5,4.06,95.93,100.0,-
2026-01-22,61,元大寶滬深,23.86,23.96,23.69,23.75,287,-102,0,1,4.83,95.16,100.0,-
2026-01-22,1101,台泥,26.25,26.7,25.2,25.7,90156,-37248,-200,-1747,18.24,81.75,100.0,-
2026-01-22,1102,亞泥,35.75,35.9,35.45,35.5,9484,-2054,-1902,9,17.18,82.81,100.0,-
2026-01-22,1103,嘉泥,14.05,14.1,13.95,14.0,398,10,0,10,4.47,95.52,100.0,-
2026-01-22,1104,環泥,30.05,30.05,29.8,29.95,491,-41,0,9,16.44,83.55,100.0,-
2026-01-22,1108,幸福,15.05,15.15,15.05,15.1,272,-14,0,-2,1.25,98.74,100.0,-
2026-01-22,1109,信大,15.45,15.45,15.35,15.45,121,-14,0,-2,2.28,97.71,100.0,-
2026-01-22,1110,東泥,16.5,16.6,16.3,16.3,136,12,0,-6,5.93,94.06,100.0,-
2026-01-22,1201,味全,14.45,14.45,14.3,14.35,385,96,0,0,5.44,94.55,100.0,-
2026-01-22,1203,味王,39.55,39.65,39.55,39.65,6,-1,0,-1,1.62,98.37,100.0,-
2026-01-22,1210,大成,52.2,52.5,52.1,52.4,1220,555,-259,-7,10.42,89.57,100.0,-
2026-01-22,1213,大飲,10.1,10.1,9.84,10.1,4,0,0,0,0.02,99.97,100.0,-
2026-01-22,1215,卜蜂,154.5,156.0,151.5,151.5,1094,-94,-107,-6,41.67,58.32,100.0,-
2026-01-22,1216,統一,74.6,74.9,74.1,74.1,7927,-306,-1873,140,32.95,67.04,100.0,-
2026-01-22,1217,愛之味,10.6,10.7,10.55,10.6,642,191,0,17,8.28,91.71,100.0,-
2026-01-22,1218,泰山,18.3,18.4,18.25,18.4,591,124,0,14,3.09,96.9,100.0,-
2026-01-22,1219,福壽,13.35,13.5,13.35,13.45,278,66,0,0,5.32,94.67,100.0,-
2026-01-22,1220,台榮,13.0,13.0,12.65,12.7,530,7,0,10,6.88,93.11,100.0,-
2026-01-22,1225,福懋油,28.75,28.85,28.45,28.6,95,-27,0,0,1.38,98.61,100.0,-
2026-01-22,1227,佳格,29.15,29.25,29.05,29.15,796,-173,0,-6,5.67,94.32,100.0,-
2026-01-22,1229,聯華,46.5,46.55,46.15,46.25,1184,358,0,-10,9.64,90.35,100.0,-
2026-01-22,1231,聯華食,93.7,94.2,93.7,94.2,256,98,0,-2,2.81,97.18,100.0,-
2026-01-22,1232,大統益,145.0,146.5,144.5,146.5,84,25,0,-1,2.23,97.76,100.0,-
2026-01-22,1233,天仁,32.1,32.3,32.1,32.3,10,0,0,9,5.5,94.49,100.0,-
2026-01-22,1234,黑松,37.15,37.15,36.95,37.1,121,-8,0,1,4.77,95.22,100.0,-
2026-01-22,1235,興泰,39.75,40.8,39.5,40.8,17,-5,0,-1,0.16,99.83,100.0,-
2026-01-22,1236,宏亞,24.4,25.25,24.4,25.0,161,14,0,-6,0.45,99.54,100.0,-
2026-01-22,1240,茂生農經,61.0,61.0,60.5,60.5,19,-4,0,0,3.64,96.35,100.0,-
2026-01-22,1256,鮮活果汁-KY,157.5,159.5,156.0,157.0,29,-4,0,-1,4.33,95.66,100.0,-
2026-01-22,1259,安心,0.0,0.0,0.0,0.0,1,0,0,0,26.12,73.87,100.0,-
2026-01-22,1260,富味鄉,16.7,17.1,16.85,17.0,778,0,0,0,0.0,0.0,0.0,-
2026-01-22,1264,德麥,280.0,280.0,278.5,278.5,22,-6,0,0,1.47,98.52,100.0,-
2026-01-22,1268,漢來美食,161.5,162.5,161.0,162.5,36,3,0,0,1.64,98.35,100.0,-
2026-01-22,1269,乾杯,70.98,74.2,70.6,70.7,19,0,0,0,0.0,0.0,0.0,-
2026-01-22,1271,晨暉生技,56.22,57.2,55.9,56.8,19,0,0,0,0.0,0.0,0.0,-
2026-01-22,1293,利統,27.91,28.0,28.0,28.0,0,0,0,0,0.0,0.0,0.0,-
2026-01-22,1294,漢田生技,76.4,77.0,76.4,76.7,16,1,0,0,0.49,99.5,100.0,-
2026-01-22,1295,生合,87.0,87.0,85.4,86.3,51,23,0,0,2.68,97.31,100.0,-
2026-01-22,1301,台塑,42.3,43.7,42.25,43.6,36162,20537,0,975,29.1,70.89,100.0,-
2026-01-22,1303,南亞,76.8,79.8,74.7,77.8,186857,29734,795,2625,30.1,69.89,100.0,-
2026-01-22,1304,台聚,11.55,11.7,11.25,11.45,2650,-133,0,13,28.8,71.19,100.0,-
2026-01-22,1305,華夏,11.9,12.2,11.55,11.9,3107,183,0,12,4.8,95.19,100.0,-
2026-01-22,1307,三芳,32.0,32.6,32.0,32.5,649,364,0,25,6.76,93.23,100.0,-
2026-01-22,1308,亞聚,13.45,13.8,13.3,13.5,1205,133,0,10,5.47,94.52,100.0,-
2026-01-22,1309,台達化,11.75,11.95,11.6,11.8,917,85,0,5,2.33,97.66,100.0,-
2026-01-22,1310,台苯,8.8,8.98,8.66,8.78,2320,-174,0,6,6.53,93.46,100.0,-
2026-01-22,1312,國喬,13.1,13.8,13.05,13.6,12917,602,0,180,6.47,93.52,100.0,-
2026-01-22,1313,聯成,10.5,10.65,10.3,10.35,2842,60,0,-6,7.24,92.75,100.0,-
2026-01-22,1314,中石化,8.11,8.27,8.06,8.11,18871,6313,0,-65,10.63,89.36,100.0,-
2026-01-22,1315,達新,64.8,64.8,64.3,64.4,10,-2,0,0,1.15,98.84,100.0,-
2026-01-22,1316,上曜,14.25,14.35,14.15,14.15,1941,-1,-175,0,4.16,95.83,100.0,-
2026-01-22,1319,東陽,111.5,111.5,108.5,110.5,3584,-660,-6,-133,13.15,86.84,100.0,-
2026-01-22,1321,大洋,33.45,33.65,33.2,33.6,86,28,0,-2,6.95,93.04,100.0,-
2026-01-22,1323,永裕,18.6,18.9,18.6,18.9,122,1,0,0,1.63,98.36,100.0,-
2026-01-22,1324,地球,10.85,11.2,10.85,11.1,152,10,0,0,0.64,99.35,100.0,-
2026-01-22,1325,恆大,28.9,29.4,28.7,29.05,257,-25,0,0,1.58,98.41,100.0,-
2026-01-22,1326,台化,34.15,35.4,34.15,35.0,20742,9269,0,217,34.14,65.85,100.0,-
2026-01-22,1336,台翰,17.25,17.25,16.75,17.0,217,-12,0,0,4.14,95.85,100.0,-
2026-01-22,1337,再生-KY,5.86,5.86,5.86,5.86,1926,-8,0,12,24.87,75.12,100.0,-
2026-01-22,1338,廣華-KY,20.7,20.8,20.5,20.55,97,-3,0,-1,6.04,93.95,100.0,-
2026-01-22,1339,昭輝,44.0,44.0,43.3,43.4,111,2,0,1,0.85,99.14,100.0,-
2026-01-22,1340,勝悅-KY,7.03,7.32,7.0,7.06,495,-120,0,0,26.89,73.1,100.0,-
