date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-06-01,0050,元大台灣50,105.25,106.7,104.5,105.5,135817,-22685,2124,-36309,4.11,95.88,100.0
2026-06-01,0051,元大中型100,142.4,145.5,142.4,145.0,158,13,0,32,0.56,99.43,100.0
2026-06-01,0052,富邦科技,62.15,63.2,62.0,62.05,34779,1823,0,-8949,2.67,97.32,100.0
2026-06-01,0053,元大電子,246.15,246.15,244.05,244.75,37,0,0,-11,1.36,98.63,100.0
2026-06-01,0055,元大MSCI金融,35.11,36.05,34.98,35.9,501,151,0,-22,1.28,98.71,100.0
2026-06-01,0056,元大高股息,50.5,51.9,50.5,51.9,58919,6462,130,6241,0.98,99.01,100.0
2026-06-01,0057,富邦摩台,311.55,314.0,311.55,313.4,19,0,0,0,6.88,93.11,100.0
2026-06-01,0061,元大寶滬深,25.25,25.25,24.83,24.98,435,-210,0,310,5.06,94.93,100.0
2026-06-01,1101,台泥,24.4,24.7,24.2,24.55,35557,6802,0,483,15.08,84.91,100.0
2026-06-01,1102,亞泥,34.0,34.15,33.65,33.8,16350,-2308,-2194,-79,14.58,85.41,100.0
2026-06-01,1103,嘉泥,13.45,13.45,13.0,13.3,606,35,0,4,4.54,95.45,100.0
2026-06-01,1104,環泥,27.65,27.95,27.6,27.9,969,142,0,3,15.35,84.64,100.0
2026-06-01,1108,幸福,13.75,13.85,13.65,13.8,341,48,0,0,1.25,98.74,100.0
2026-06-01,1109,信大,14.6,14.8,14.35,14.65,147,-2,0,0,2.34,97.65,100.0
2026-06-01,1110,東泥,14.6,14.7,14.3,14.6,576,18,0,11,5.87,94.12,100.0
2026-06-01,1201,味全,12.05,12.35,11.95,12.3,943,362,0,0,5.12,94.87,100.0
2026-06-01,1203,味王,43.55,44.3,43.55,43.65,36,10,0,0,1.73,98.26,100.0
2026-06-01,1210,大成,52.4,52.5,51.9,52.5,2907,-10,-7,107,11.87,88.12,100.0
2026-06-01,1213,大飲,8.57,8.57,8.1,8.5,26,0,0,0,0.01,99.98,100.0
2026-06-01,1215,卜蜂,125.0,125.0,120.5,121.5,3333,-230,-8,-1,35.09,64.9,100.0
2026-06-01,1216,統一,72.1,74.3,72.1,73.7,26071,1039,5969,-1,31.8,68.19,100.0
2026-06-01,1217,愛之味,9.74,9.86,9.73,9.82,929,295,0,1,7.59,92.4,100.0
2026-06-01,1218,泰山,18.85,19.4,18.85,19.3,2222,1087,0,0,4.0,95.99,100.0
2026-06-01,1219,福壽,12.65,12.75,12.55,12.7,717,277,0,8,5.6,94.39,100.0
2026-06-01,1220,台榮,11.75,11.75,11.6,11.7,183,5,0,0,7.08,92.91,100.0
2026-06-01,1225,福懋油,29.6,30.15,29.4,29.7,241,124,0,-13,1.39,98.6,100.0
2026-06-01,1227,佳格,27.95,28.3,27.85,28.2,2466,964,-541,6,5.57,94.42,100.0
2026-06-01,1229,聯華,40.0,40.45,40.0,40.4,3429,351,34,6,8.99,91.0,100.0
2026-06-01,1231,聯華食,85.8,86.2,84.7,86.0,574,244,0,1,2.8,97.19,100.0
2026-06-01,1232,大統益,148.0,148.5,147.0,147.5,340,-134,0,1,2.47,97.52,100.0
2026-06-01,1233,天仁,27.9,28.0,27.6,27.8,44,-6,0,2,5.68,94.31,100.0
2026-06-01,1234,黑松,34.55,34.55,34.35,34.55,131,28,0,0,4.72,95.27,100.0
2026-06-01,1235,興泰,41.1,41.7,40.55,41.1,324,11,0,0,0.27,99.72,100.0
2026-06-01,1236,宏亞,24.4,24.6,24.3,24.6,71,18,0,2,0.49,99.5,100.0
2026-06-01,1240,茂生農經,57.3,57.7,57.3,57.3,14,2,0,0,3.67,96.32,100.0
2026-06-01,1256,鮮活果汁-KY,212.0,218.5,205.0,209.5,385,9,0,-4,4.85,95.14,100.0
2026-06-01,1259,安心,57.1,58.0,56.8,58.0,18,2,0,0,26.13,73.86,100.0
2026-06-01,1260,富味鄉,23.63,24.55,23.4,24.55,55,2,0,0,0.0,0.0,0.0
2026-06-01,1264,德麥,270.0,270.0,260.0,267.0,189,-23,0,0,1.66,98.33,100.0
2026-06-01,1268,漢來美食,168.5,171.0,168.5,169.0,41,4,0,0,1.62,98.37,100.0
2026-06-01,1269,乾杯,68.38,69.7,66.5,69.7,2,-1,0,0,0.0,0.0,0.0
2026-06-01,1271,晨暉生技,60.12,61.4,59.5,60.2,277,9,0,0,0.0,0.0,0.0
2026-06-01,1293,利統,26.95,27.7,27.7,27.7,0,0,0,0,0.0,0.0,0.0
2026-06-01,1294,漢田生技,77.2,78.0,76.5,78.0,23,-2,0,0,0.69,99.3,100.0
2026-06-01,1295,生合,50.2,50.4,49.8,50.0,76,31,0,0,2.22,97.77,100.0
2026-06-01,1301,台塑,47.9,50.3,46.4,50.0,65949,-8080,0,892,30.39,69.6,100.0
2026-06-01,1303,南亞,98.7,107.5,97.5,107.5,111908,13945,696,603,34.3,65.69,100.0
2026-06-01,1304,台聚,12.3,13.1,12.15,13.0,10442,3243,0,60,28.34,71.65,100.0
2026-06-01,1305,華夏,12.3,12.95,12.2,12.85,3578,927,0,20,4.42,95.57,100.0
2026-06-01,1307,三芳,31.15,32.55,30.8,32.5,1883,857,-19,1,6.82,93.17,100.0
2026-06-01,1308,亞聚,13.2,13.7,13.0,13.65,4039,1455,0,41,4.36,95.63,100.0
2026-06-01,1309,台達化,15.85,16.3,15.55,16.2,5928,-69,0,78,3.03,96.96,100.0
2026-06-01,1310,台苯,8.05,8.38,7.97,8.33,4934,1032,0,14,4.56,95.43,100.0
2026-06-01,1312,國喬,11.5,12.2,11.1,12.05,23812,1155,0,256,3.72,96.27,100.0
2026-06-01,1313,聯成,10.7,11.05,10.5,10.95,7145,310,0,0,5.79,94.2,100.0
2026-06-01,1314,中石化,7.1,7.2,7.02,7.1,27008,1001,0,10,8.75,91.24,100.0
2026-06-01,1315,達新,62.1,62.3,62.0,62.3,58,6,0,0,1.26,98.73,100.0
2026-06-01,1316,上曜,10.15,10.45,10.05,10.35,2691,1332,0,0,4.78,95.21,100.0
2026-06-01,1319,東陽,91.1,92.6,86.9,87.5,18936,4436,-129,-176,7.92,92.07,100.0
2026-06-01,1321,大洋,28.85,28.85,28.05,28.5,399,18,0,2,6.81,93.18,100.0
2026-06-01,1323,永裕,20.1,21.0,20.1,20.95,287,102,0,2,1.39,98.6,100.0
2026-06-01,1324,地球,10.3,10.5,10.15,10.35,146,2,0,-2,0.86,99.13,100.0
2026-06-01,1325,恆大,27.25,27.25,26.8,26.8,428,65,0,1,1.27,98.72,100.0
2026-06-01,1326,台化,51.4,54.5,50.0,53.8,74407,8000,-411,1208,37.35,62.64,100.0
2026-06-01,1336,台翰,13.4,13.65,13.25,13.55,222,8,0,0,3.35,96.64,100.0
2026-06-01,1337,再生-KY,4.84,5.09,4.78,4.93,1360,233,0,22,26.05,73.94,100.0
2026-06-01,1338,廣華-KY,16.45,16.8,16.2,16.35,703,198,0,4,6.64,93.35,100.0
2026-06-01,1339,昭輝,45.9,45.9,44.25,44.35,483,47,0,-2,0.98,99.01,100.0
2026-06-01,1340,勝悅-KY,5.42,5.51,5.35,5.47,378,83,0,11,26.4,73.59,100.0
2026-06-01,1341,富林-KY,61.0,62.0,61.0,62.0,32,7,0,0,79.9,20.09,100.0
