date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-06-03,0050,元大台灣50,107.3,107.85,107.1,107.6,79592,9837,1761,1602,-8739,3.9,96.09,100.0
2026-06-03,0051,元大中型100,146.8,148.05,146.15,147.75,102,11,0,0,43,0.5,99.49,100.0
2026-06-03,0052,富邦科技,63.55,63.75,63.2,63.6,23456,4112,-401,0,-4663,2.22,97.77,100.0
2026-06-03,0053,元大電子,248.3,249.35,248.0,248.5,22,3,1,0,-6,1.4,98.59,100.0
2026-06-03,0055,元大MSCI金融,36.77,38.63,36.77,38.61,2124,214,-469,0,-162,0.84,99.15,100.0
2026-06-03,0056,元大高股息,53.4,53.8,52.75,53.8,48338,12571,3799,0,1827,1.0,98.99,100.0
2026-06-03,0057,富邦摩台,319.35,320.0,319.0,319.25,7,0,0,0,0,6.88,93.11,100.0
2026-06-03,0061,元大寶滬深,25.28,25.6,25.26,25.43,553,19,-8,0,505,5.12,94.87,100.0
2026-06-03,1101,台泥,24.65,25.2,24.45,24.85,45323,9947,5592,41,211,15.23,84.76,100.0
2026-06-03,1102,亞泥,33.85,34.45,33.5,34.2,16795,6133,-5668,-943,69,13.2,86.79,100.0
2026-06-03,1103,嘉泥,13.3,13.6,13.25,13.55,654,171,98,0,2,4.55,95.44,100.0
2026-06-03,1104,環泥,28.6,28.9,28.35,28.7,1028,194,-268,0,-24,15.24,84.75,100.0
2026-06-03,1108,幸福,13.85,14.0,13.8,14.0,550,49,222,0,0,1.31,98.68,100.0
2026-06-03,1109,信大,14.65,14.9,14.6,14.85,249,3,26,0,1,2.34,97.65,100.0
2026-06-03,1110,東泥,14.6,15.95,14.4,15.95,1377,223,52,0,-2,5.88,94.11,100.0
2026-06-03,1201,味全,12.35,12.55,12.3,12.55,1230,121,141,0,2,5.1,94.89,100.0
2026-06-03,1203,味王,44.05,44.05,44.05,44.05,2,0,-1,0,0,1.73,98.26,100.0
2026-06-03,1210,大成,53.4,54.3,53.0,53.7,11137,1998,-4830,5330,264,10.76,89.23,100.0
2026-06-03,1213,大飲,8.7,8.7,8.63,8.63,2,0,0,0,0,0.01,99.98,100.0
2026-06-03,1215,卜蜂,117.0,117.0,112.5,114.0,6424,1559,1418,-1755,-33,36.17,63.82,100.0
2026-06-03,1216,統一,74.5,74.5,72.9,73.3,15796,2711,-6640,4757,-31,31.56,68.43,100.0
2026-06-03,1217,愛之味,9.88,10.05,9.84,10.0,2979,265,1544,0,1,7.94,92.05,100.0
2026-06-03,1218,泰山,19.4,19.65,19.3,19.6,1631,165,525,0,2,4.15,95.84,100.0
2026-06-03,1219,福壽,12.75,12.95,12.75,12.9,660,67,-9,0,2,5.53,94.46,100.0
2026-06-03,1220,台榮,11.95,11.95,11.75,11.9,147,24,3,0,0,7.08,92.91,100.0
2026-06-03,1225,福懋油,29.4,29.85,29.4,29.65,122,14,28,0,0,1.4,98.59,100.0
2026-06-03,1227,佳格,28.35,28.5,28.1,28.4,5841,547,2707,0,-30,6.15,93.84,100.0
2026-06-03,1229,聯華,43.45,44.9,42.05,43.95,13653,5419,-2473,-12,26,8.79,91.2,100.0
2026-06-03,1231,聯華食,86.3,87.5,85.8,86.7,486,113,-72,0,-2,2.78,97.21,100.0
2026-06-03,1232,大統益,148.0,149.0,147.5,148.0,109,14,17,0,0,2.53,97.46,100.0
2026-06-03,1233,天仁,27.55,27.8,27.5,27.6,58,6,-11,0,0,5.66,94.33,100.0
2026-06-03,1234,黑松,35.0,35.15,34.95,35.0,179,22,-16,0,0,4.73,95.26,100.0
