date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-01-16,50,元大台灣50,71.75,72.1,71.2,72.0,101069,-932,3250,-5685,3.21,96.78,100.0,-
2026-01-16,51,元大中型100,99.65,101.15,99.65,100.7,202,0,0,125,0.58,99.41,100.0,-
2026-01-16,52,富邦科技,41.97,42.09,41.47,42.07,64178,3647,300,-8871,1.14,98.85,100.0,-
2026-01-16,53,元大電子,153.7,156.4,153.7,156.0,16,0,0,0,1.15,98.84,100.0,-
2026-01-16,55,元大MSCI金融,32.2,32.35,32.09,32.27,161,9,0,12,0.56,99.43,100.0,-
2026-01-16,56,元大高股息,38.1,38.3,38.1,38.26,63588,9556,0,7270,0.59,99.4,100.0,-
2026-01-16,57,富邦摩台,207.8,210.0,207.8,210.0,15,0,0,-2,4.06,95.93,100.0,-
2026-01-16,61,元大寶滬深,23.93,24.12,23.71,23.73,1424,431,-1200,600,5.05,94.94,100.0,-
2026-01-16,1101,台泥,25.25,25.3,24.9,25.0,36085,-3642,-31,-326,18.61,81.38,100.0,-
2026-01-16,1102,亞泥,36.85,36.95,36.7,36.8,4668,-467,-554,-26,17.51,82.48,100.0,-
2026-01-16,1103,嘉泥,14.15,14.15,14.05,14.15,212,-57,0,-4,4.48,95.51,100.0,-
2026-01-16,1104,環泥,30.55,30.6,30.15,30.25,426,-20,0,-4,16.47,83.52,100.0,-
2026-01-16,1108,幸福,15.1,15.15,15.05,15.1,155,-9,0,-4,1.27,98.72,100.0,-
2026-01-16,1109,信大,15.45,15.55,15.4,15.55,156,-17,0,0,2.32,97.67,100.0,-
2026-01-16,1110,東泥,16.4,16.5,16.25,16.5,760,-30,0,0,5.95,94.04,100.0,-
2026-01-16,1201,味全,14.5,14.5,14.4,14.45,280,23,0,0,5.41,94.58,100.0,-
2026-01-16,1203,味王,39.9,39.9,39.6,39.6,9,-3,0,0,1.63,98.36,100.0,-
2026-01-16,1210,大成,52.5,52.5,52.0,52.2,1185,-3,-110,1,10.24,89.75,100.0,-
2026-01-16,1213,大飲,9.85,10.1,9.85,10.0,18,0,0,0,0.02,99.97,100.0,-
2026-01-16,1215,卜蜂,148.5,158.0,147.5,155.5,2811,102,437,28,41.74,58.25,100.0,-
2026-01-16,1216,統一,75.7,75.8,75.0,75.4,14556,-6840,-1782,-239,33.02,66.97,100.0,-
2026-01-16,1217,愛之味,10.7,10.7,10.55,10.6,558,60,0,0,8.23,91.76,100.0,-
2026-01-16,1218,泰山,18.4,18.45,18.3,18.35,462,56,0,-11,3.1,96.89,100.0,-
2026-01-16,1219,福壽,13.7,13.7,13.45,13.55,411,47,0,5,5.26,94.73,100.0,-
2026-01-16,1220,台榮,12.55,12.55,12.45,12.55,173,7,0,0,7.03,92.96,100.0,-
2026-01-16,1225,福懋油,28.65,28.95,28.5,28.55,182,19,0,-5,1.44,98.55,100.0,-
2026-01-16,1227,佳格,29.6,29.7,29.4,29.5,1028,-252,0,0,5.72,94.27,100.0,-
2026-01-16,1229,聯華,47.0,47.2,46.65,46.75,1483,-243,0,7,9.61,90.38,100.0,-
2026-01-16,1231,聯華食,95.5,96.4,94.7,94.9,380,-88,0,0,2.84,97.15,100.0,-
2026-01-16,1232,大統益,146.0,146.5,146.0,146.5,37,-9,0,0,2.21,97.78,100.0,-
2026-01-16,1233,天仁,32.3,32.35,32.3,32.35,13,0,0,12,5.51,94.48,100.0,-
2026-01-16,1234,黑松,37.55,37.6,37.3,37.45,126,25,0,0,4.8,95.19,100.0,-
2026-01-16,1235,興泰,44.7,44.75,44.7,44.75,14,0,0,0,0.19,99.8,100.0,-
2026-01-16,1236,宏亞,24.7,24.7,24.5,24.7,71,6,0,0,0.44,99.55,100.0,-
2026-01-16,1240,茂生農經,60.0,60.0,59.8,59.8,11,0,0,0,3.64,96.35,100.0,-
2026-01-16,1256,鮮活果汁-KY,167.0,170.0,165.0,165.0,57,6,0,-1,4.41,95.58,100.0,-
2026-01-16,1259,安心,61.3,61.3,61.1,61.2,14,-2,0,0,26.12,73.87,100.0,-
2026-01-16,1260,富味鄉,17.02,17.3,16.5,16.6,32,0,0,0,0.0,0.0,0.0,-
2026-01-16,1264,德麥,281.0,282.5,281.0,281.0,12,-2,0,0,1.49,98.5,100.0,-
2026-01-16,1268,漢來美食,162.5,162.5,160.5,162.5,55,2,0,0,1.64,98.35,100.0,-
2026-01-16,1269,乾杯,65.27,66.5,63.7,64.0,16,0,0,0,0.0,0.0,0.0,-
2026-01-16,1271,晨暉生技,55.92,56.4,55.8,56.0,59,0,0,0,0.0,0.0,0.0,-
2026-01-16,1293,利統,28.7,28.85,28.6,28.85,16,0,0,0,0.0,0.0,0.0,-
2026-01-16,1294,漢田生技,78.0,78.4,77.6,78.4,43,3,0,0,0.48,99.51,100.0,-
2026-01-16,1295,生合,84.7,86.7,84.1,84.6,71,13,0,0,2.42,97.57,100.0,-
2026-01-16,1301,台塑,42.9,43.4,42.6,43.0,42821,19890,-36,-494,28.69,71.3,100.0,-
2026-01-16,1303,南亞,71.8,73.8,70.6,73.8,370162,37750,3141,1636,30.04,69.95,100.0,-
2026-01-16,1304,台聚,12.0,12.0,11.55,11.6,5242,-1664,0,48,28.82,71.17,100.0,-
2026-01-16,1305,華夏,12.35,12.45,11.85,11.9,4044,-952,0,-11,4.61,95.38,100.0,-
2026-01-16,1307,三芳,32.35,32.4,31.85,31.95,559,65,-69,-1,6.73,93.26,100.0,-
2026-01-16,1308,亞聚,14.15,14.15,13.75,13.8,1996,-240,0,-3,5.42,94.57,100.0,-
2026-01-16,1309,台達化,12.3,12.3,11.85,11.9,1429,-411,0,0,2.26,97.73,100.0,-
2026-01-16,1310,台苯,9.19,9.19,8.71,8.82,6903,410,0,10,6.7,93.29,100.0,-
2026-01-16,1312,國喬,13.9,13.95,13.4,13.5,14965,-1823,0,-939,6.23,93.76,100.0,-
2026-01-16,1313,聯成,10.85,10.85,10.45,10.5,3322,-22,0,14,7.39,92.6,100.0,-
2026-01-16,1314,中石化,8.27,8.28,8.13,8.13,18965,-4661,0,1,10.26,89.73,100.0,-
2026-01-16,1315,達新,64.1,65.5,64.0,65.0,60,-2,0,0,1.16,98.83,100.0,-
2026-01-16,1316,上曜,14.7,14.7,14.25,14.25,5339,-3323,-19,-14,3.45,96.54,100.0,-
2026-01-16,1319,東陽,109.0,112.5,107.0,112.0,15936,448,855,371,13.76,86.23,100.0,-
2026-01-16,1321,大洋,34.2,34.35,34.0,34.2,110,23,0,0,6.91,93.08,100.0,-
2026-01-16,1323,永裕,18.9,18.9,18.85,18.85,49,-1,0,0,1.67,98.32,100.0,-
2026-01-16,1324,地球,11.3,11.3,11.1,11.15,54,1,0,0,0.63,99.36,100.0,-
2026-01-16,1325,恆大,30.1,30.15,29.6,29.75,282,-28,0,-2,1.91,98.08,100.0,-
2026-01-16,1326,台化,34.55,35.35,33.6,34.5,31740,6180,0,-177,33.82,66.17,100.0,-
2026-01-16,1336,台翰,16.2,16.25,16.0,16.15,242,13,0,0,4.12,95.87,100.0,-
2026-01-16,1337,再生-KY,4.87,4.91,4.76,4.78,630,26,0,0,24.88,75.11,100.0,-
2026-01-16,1338,廣華-KY,20.85,21.5,20.85,21.05,388,-26,0,5,6.08,93.91,100.0,-
2026-01-16,1339,昭輝,43.85,47.55,43.3,46.5,394,-19,0,2,0.88,99.11,100.0,-
2026-01-16,1340,勝悅-KY,6.69,6.79,6.66,6.74,214,47,0,0,26.93,73.06,100.0,-
2026-01-16,1341,富林-KY,58.7,58.7,58.0,58.5,6,0,0,0,79.81,20.18,100.0,-
2026-01-16,1342,八貫,96.4,96.4,95.5,96.3,130,25,0,4,27.4,72.59,100.0,-
2026-01-16,1343,旭東環保,32.25,34.9,30.0,31.4,122,0,0,0,0.0,0.0,0.0,-
2026-01-16,1402,遠東新,28.5,28.6,28.25,28.4,7724,1028,-1376,-47,19.11,80.88,100.0,-
2026-01-16,1409,新纖,15.55,15.6,15.35,15.5,4673,1622,0,-10,12.39,87.6,100.0,-
2026-01-16,1410,南染,33.95,34.25,33.9,33.9,14,0,0,0,18.7,81.29,100.0,-
2026-01-16,1413,宏洲,9.79,9.96,9.75,9.95,32,-2,0,0,0.36,99.63,100.0,-
2026-01-16,1414,東和,19.9,19.95,19.6,19.85,337,-21,-6,30,1.17,98.82,100.0,-
2026-01-16,1416,廣豐,11.85,11.85,11.7,11.75,279,-1,0,0,5.94,94.05,100.0,-
2026-01-16,1417,嘉裕,8.89,8.89,8.79,8.79,129,-5,0,0,0.88,99.11,100.0,-
2026-01-16,1418,東華,19.85,20.0,19.85,19.9,27,-1,0,0,0.91,99.08,100.0,-
2026-01-16,1419,新紡,72.9,73.0,72.4,72.4,78,22,0,0,1.11,98.88,100.0,-
2026-01-16,1423,利華,38.1,38.15,38.1,38.15,13,0,0,0,1.41,98.58,100.0,-
2026-01-16,1432,大魯閣,18.4,18.4,18.15,18.25,208,-6,0,0,0.49,99.5,100.0,-
2026-01-16,1434,福懋,16.4,16.5,16.25,16.3,2659,864,0,0,7.19,92.8,100.0,-
2026-01-16,1435,中福,21.7,21.7,21.7,21.7,2,0,0,0,0.18,99.81,100.0,-
2026-01-16,1436,華友聯,62.7,62.8,61.6,61.8,236,-78,20,-12,4.39,95.6,100.0,-
2026-01-16,1437,勤益控,33.0,33.0,32.8,32.95,80,-10,0,0,8.26,91.73,100.0,-
2026-01-16,1438,三地開發,33.0,33.2,32.8,32.85,68,-3,0,0,0.39,99.6,100.0,-
2026-01-16,1439,雋揚,30.5,30.7,29.8,30.2,247,-14,0,-1,0.48,99.51,100.0,-
2026-01-16,1440,南紡,13.7,13.7,13.5,13.6,1111,152,0,-2,7.69,92.3,100.0,-
2026-01-16,1441,大東,10.4,10.4,10.0,10.3,143,0,0,-2,1.18,98.81,100.0,-
2026-01-16,1442,名軒,30.2,30.4,29.6,29.85,687,-305,-2,0,12.14,87.85,100.0,-
2026-01-16,1443,立益,26.85,27.05,26.8,27.05,10,0,0,0,0.22,99.77,100.0,-
2026-01-16,1443,立益物流,26.85,27.05,26.8,27.05,10,0,0,0,0.22,99.77,100.0,-
2026-01-16,1444,力麗,6.18,6.28,6.14,6.15,872,-105,0,0,5.08,94.91,100.0,-
2026-01-16,1445,大宇,12.35,12.45,12.3,12.3,63,0,0,0,2.77,97.22,100.0,-
2026-01-16,1446,宏和,18.35,18.35,18.0,18.1,210,-22,0,0,6.71,93.28,100.0,-
2026-01-16,1447,力鵬,5.28,5.34,5.23,5.24,901,-290,0,0,4.62,95.37,100.0,-
2026-01-16,1449,佳和,12.3,12.55,12.05,12.15,1511,-438,0,-6,5.98,94.01,100.0,-
2026-01-16,1451,年興,17.7,17.7,17.55,17.6,111,0,0,0,5.9,94.09,100.0,-
2026-01-16,1452,宏益,11.85,11.95,11.8,11.8,89,0,0,0,1.84,98.15,100.0,-
2026-01-16,1453,大將,12.35,12.35,12.2,12.25,71,0,0,0,0.45,99.54,100.0,-
2026-01-16,1454,台富,12.85,13.0,12.8,12.9,41,2,0,-2,0.35,99.64,100.0,-
2026-01-16,1455,集盛,7.92,7.95,7.9,7.92,433,-21,0,0,2.32,97.67,100.0,-
2026-01-16,1456,怡華,13.4,13.45,13.1,13.4,37,-8,0,-1,0.43,99.56,100.0,-
2026-01-16,1457,宜進,15.65,15.65,15.55,15.6,67,19,0,0,1.71,98.28,100.0,-
2026-01-16,1459,聯發,11.8,11.9,11.75,11.8,99,-7,0,0,1.54,98.45,100.0,-
