date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-04-27,50,元大台灣50,92.7,94.25,92.7,93.0,192038,-9654,2048,-16316,4.08,95.91,100.0,-
2026-04-27,51,元大中型100,124.1,124.7,122.5,123.8,233,1,0,47,0.57,99.42,100.0,-
2026-04-27,52,富邦科技,55.0,55.55,54.55,54.85,100997,-24998,238,-5852,1.92,98.07,100.0,-
2026-04-27,53,元大電子,209.5,214.75,209.5,213.05,41,1,0,-6,0.86,99.13,100.0,-
2026-04-27,55,元大MSCI金融,33.15,33.19,32.93,33.05,271,31,0,49,0.6,99.39,100.0,-
2026-04-27,56,元大高股息,41.18,41.25,40.83,40.9,147779,16311,-33559,67164,0.49,99.5,100.0,-
2026-04-27,57,富邦摩台,277.5,279.6,275.6,275.6,76,-10,0,2,5.38,94.61,100.0,-
2026-04-27,61,元大寶滬深,24.16,24.28,24.16,24.22,302,1,0,241,4.67,95.32,100.0,-
2026-04-27,1101,台泥,24.2,24.6,24.15,24.35,27152,-4953,-49,-163,16.79,83.2,100.0,空
2026-04-27,1102,亞泥,35.8,35.9,35.15,35.25,11619,-1822,-594,-682,16.3,83.69,100.0,多
2026-04-27,1103,嘉泥,13.55,13.55,13.35,13.35,746,160,0,-6,4.51,95.48,100.0,空
2026-04-27,1104,環泥,28.6,28.75,28.15,28.4,1234,-230,0,-164,15.87,84.12,100.0,空
2026-04-27,1108,幸福,14.6,14.6,14.45,14.5,326,-54,0,0,1.33,98.66,100.0,空
2026-04-27,1109,信大,15.25,15.45,15.25,15.45,248,21,0,-3,2.35,97.64,100.0,多
2026-04-27,1110,東泥,15.0,15.0,14.7,14.9,141,53,0,-1,5.98,94.01,100.0,空
2026-04-27,1201,味全,12.85,12.85,12.55,12.7,849,-165,0,-5,5.17,94.82,100.0,空
2026-04-27,1203,味王,44.1,44.1,42.8,43.1,30,10,0,1,1.7,98.29,100.0,多
2026-04-27,1210,大成,53.1,53.7,52.7,53.7,2123,893,-390,-20,12.31,87.68,100.0,空
2026-04-27,1213,大飲,8.95,8.95,8.95,8.95,6,0,0,0,0.01,99.98,100.0,多
