date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-06-09,0050,元大台灣50,102.1,103.6,101.35,103.5,246039,13751,-21646,2450,-13468,5.27,94.72,100.0
2026-06-09,0051,元大中型100,138.8,141.85,137.7,141.85,67,9,1,0,6,0.5,99.49,100.0
2026-06-09,0052,富邦科技,59.5,60.3,59.05,60.15,20249,3284,-2132,0,390,1.85,98.14,100.0
2026-06-09,0053,元大電子,233.9,237.95,233.75,237.95,83,4,0,0,-30,1.24,98.75,100.0
2026-06-09,0054,元大台商50,25.79,25.88,25.79,25.88,3,0,0,0,0,0.0,0.0,0.0
2026-06-09,0055,元大MSCI金融,38.49,40.41,38.49,40.3,1327,143,9,0,-409,0.95,99.04,100.0
2026-06-09,0056,元大高股息,49.87,51.3,49.72,51.25,58646,11684,4955,-110,8310,0.78,99.21,100.0
2026-06-09,0057,富邦摩台,302.4,306.55,302.25,306.55,49,0,0,0,1,6.81,93.18,100.0
2026-06-09,0058,富邦發達,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
2026-06-09,0059,富邦金融,38.22,38.29,38.22,38.29,2,0,0,0,0,0.0,0.0,0.0
2026-06-09,0061,元大寶滬深,24.3,24.35,24.22,24.33,107,1,13,0,-9,5.14,94.85,100.0
2026-06-09,1101,台泥,23.9,24.15,23.85,23.95,27355,5872,-7118,55,-8,14.35,85.64,100.0
2026-06-09,1102,亞泥,33.65,34.15,33.65,33.9,13168,3639,-5835,8,-91,12.38,87.61,100.0
2026-06-09,1103,嘉泥,13.2,13.45,13.2,13.4,557,136,-4,0,25,4.55,95.44,100.0
2026-06-09,1104,環泥,28.9,29.6,28.9,29.05,825,173,-169,0,-22,15.14,84.85,100.0
2026-06-09,1108,幸福,13.6,13.75,13.6,13.75,462,97,33,0,-1,1.31,98.68,100.0
2026-06-09,1109,信大,14.45,14.85,14.45,14.65,160,38,-41,0,-7,2.32,97.67,100.0
2026-06-09,1110,東泥,15.25,15.5,15.2,15.4,236,85,-56,0,1,5.8,94.19,100.0
2026-06-09,1201,味全,12.25,12.45,12.2,12.25,567,99,25,0,-10,4.99,95.0,100.0
2026-06-09,1203,味王,41.7,42.5,41.55,42.0,33,7,-20,0,0,1.73,98.26,100.0
2026-06-09,1210,大成,53.8,55.1,53.8,54.5,8754,2679,-2550,4990,-265,9.17,90.82,100.0
2026-06-09,1213,大飲,8.41,8.41,8.41,8.41,14,0,0,0,0,0.01,99.98,100.0
2026-06-09,1215,卜蜂,115.0,117.0,115.0,115.0,3248,887,937,-1820,-13,37.21,62.78,100.0
2026-06-09,1216,統一,73.0,75.0,73.0,74.1,14802,3385,4499,-154,-158,31.47,68.52,100.0
2026-06-09,1217,愛之味,9.83,9.92,9.83,9.84,575,47,-183,0,-9,7.87,92.12,100.0
2026-06-09,1218,泰山,19.35,19.65,19.35,19.4,1714,282,-380,0,-11,4.09,95.9,100.0
2026-06-09,1219,福壽,12.3,12.6,12.3,12.5,599,105,-210,0,-16,5.47,94.52,100.0
2026-06-09,1220,台榮,11.65,11.8,11.65,11.7,184,43,0,0,-1,7.1,92.89,100.0
2026-06-09,1225,福懋油,30.25,31.5,29.9,30.1,381,124,-102,0,-60,1.36,98.63,100.0
2026-06-09,1227,佳格,28.25,28.8,28.25,28.6,1376,310,280,0,-10,6.21,93.78,100.0
2026-06-09,1229,聯華,40.8,41.9,40.8,41.55,2429,540,-390,0,-36,8.91,91.08,100.0
2026-06-09,1231,聯華食,86.7,88.8,86.7,87.2,323,74,-60,0,-7,2.69,97.3,100.0
2026-06-09,1232,大統益,148.0,149.5,148.0,148.5,120,30,13,0,-10,2.52,97.47,100.0
2026-06-09,1233,天仁,27.8,28.0,27.5,28.0,48,10,-5,0,0,5.65,94.34,100.0
2026-06-09,1234,黑松,34.5,34.75,34.5,34.75,173,22,-33,0,-1,4.72,95.27,100.0
2026-06-09,1235,興泰,36.2,38.5,36.2,37.15,40,18,-16,0,-4,0.25,99.74,100.0
2026-06-09,1236,宏亞,26.0,26.0,25.6,25.6,50,13,-17,0,-1,0.48,99.51,100.0
2026-06-09,1240,茂生農經,57.9,58.0,57.6,57.9,12,1,1,0,0,3.66,96.33,100.0
2026-06-09,1256,鮮活果汁-KY,176.0,182.0,176.0,182.0,71,18,-13,0,-1,4.55,95.44,100.0
2026-06-09,1259,安心,58.0,58.0,57.7,57.7,6,0,-2,0,0,26.12,73.87,100.0
2026-06-09,1260,富味鄉,23.32,24.15,23.3,24.0,48,0,1,0,0,0.0,0.0,0.0
2026-06-09,1262,綠悅-KY,75.2,75.9,74.8,75.0,637,0,0,0,0,0.0,0.0,0.0
2026-06-09,1264,德麥,268.5,270.5,268.5,269.5,16,2,4,0,0,1.73,98.26,100.0
2026-06-09,1268,漢來美食,167.5,170.0,167.5,170.0,22,1,3,0,0,1.69,98.3,100.0
