date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-03-02,50,元大台灣50,79.5,80.8,79.15,80.35,224651,-101500,3214,-22166,2.85,97.14,100.0,-
2026-03-02,51,元大中型100,111.75,113.8,110.75,112.95,142,0,0,-2,0.57,99.42,100.0,-
2026-03-02,52,富邦科技,47.2,48.25,47.18,47.9,82159,-9471,0,-38148,0.88,99.11,100.0,-
2026-03-02,53,元大電子,177.0,179.4,177.0,178.3,21,-2,0,-6,1.31,98.68,100.0,-
2026-03-02,55,元大MSCI金融,34.3,34.4,33.84,34.0,528,-51,0,-343,0.56,99.43,100.0,-
2026-03-02,56,元大高股息,39.53,40.01,39.53,39.9,74035,-2834,0,2666,0.68,99.31,100.0,-
2026-03-02,57,富邦摩台,234.45,237.85,234.45,237.85,75,-6,0,4,4.85,95.14,100.0,-
2026-03-02,61,元大寶滬深,23.79,23.93,23.64,23.93,1187,-314,0,-199,5.63,94.36,100.0,-
2026-03-02,1101,台泥,26.1,26.5,26.05,26.35,24710,6934,-3,991,18.59,81.4,100.0,-
2026-03-02,1102,亞泥,35.8,35.8,35.5,35.7,11569,-698,-905,-61,17.11,82.88,100.0,-
2026-03-02,1103,嘉泥,14.25,14.25,14.0,14.05,219,13,0,1,4.58,95.41,100.0,-
2026-03-02,1104,環泥,30.0,30.25,29.8,29.9,655,278,0,5,16.37,83.62,100.0,-
2026-03-02,1108,幸福,15.2,15.4,15.2,15.3,271,13,0,0,1.36,98.63,100.0,-
2026-03-02,1109,信大,16.0,16.0,15.7,15.8,66,27,0,0,2.36,97.63,100.0,-
2026-03-02,1110,東泥,16.65,16.65,16.35,16.5,171,59,0,23,6.02,93.97,100.0,-
2026-03-02,1201,味全,14.6,14.6,14.3,14.5,351,42,0,24,5.52,94.47,100.0,-
2026-03-02,1203,味王,42.15,42.2,41.2,41.35,29,11,0,-1,1.67,98.32,100.0,-
2026-03-02,1210,大成,50.8,51.6,50.6,51.4,1421,638,-62,1,10.22,89.77,100.0,-
2026-03-02,1213,大飲,9.77,9.77,9.72,9.72,8,0,0,0,0.01,99.98,100.0,-
2026-03-02,1215,卜蜂,151.0,156.5,150.5,155.5,924,362,-1,2,42.05,57.94,100.0,-
2026-03-02,1216,統一,73.5,73.8,72.8,73.6,15888,4842,-270,24,32.97,67.02,100.0,-
2026-03-02,1217,愛之味,10.45,10.5,10.4,10.45,476,118,0,0,8.41,91.58,100.0,-
2026-03-02,1218,泰山,18.3,18.3,18.05,18.15,639,114,0,2,3.35,96.64,100.0,-
2026-03-02,1219,福壽,13.65,13.7,13.55,13.55,345,151,0,0,5.56,94.43,100.0,-
2026-03-02,1220,台榮,13.2,13.2,12.95,13.2,122,41,0,0,7.13,92.86,100.0,-
2026-03-02,1225,福懋油,30.0,32.65,30.0,32.6,1712,-82,0,84,1.48,98.51,100.0,-
2026-03-02,1227,佳格,30.0,30.0,29.65,29.85,713,48,56,0,5.83,94.16,100.0,-
2026-03-02,1229,聯華,44.85,45.1,44.25,44.75,2151,593,0,-7,9.54,90.45,100.0,-
2026-03-02,1231,聯華食,86.5,86.5,84.6,85.8,688,60,0,0,2.61,97.38,100.0,-
2026-03-02,1232,大統益,151.0,153.5,149.5,153.0,190,62,0,3,2.43,97.56,100.0,-
2026-03-02,1233,天仁,33.7,33.7,33.3,33.3,36,-4,0,23,5.57,94.42,100.0,-
2026-03-02,1234,黑松,37.3,37.45,37.15,37.3,124,23,0,1,4.85,95.14,100.0,-
2026-03-02,1235,興泰,46.9,47.8,45.8,47.8,44,11,0,0,0.23,99.76,100.0,-
2026-03-02,1236,宏亞,26.65,27.5,26.55,27.45,146,28,0,-6,0.51,99.48,100.0,-
2026-03-02,1240,茂生農經,58.7,59.4,58.7,59.4,3,0,0,0,3.63,96.36,100.0,-
2026-03-02,1256,鮮活果汁-KY,161.0,165.0,157.5,160.0,111,16,0,0,4.46,95.53,100.0,-
2026-03-02,1259,安心,61.1,61.5,60.6,61.4,9,-1,0,0,26.12,73.87,100.0,-
2026-03-02,1260,富味鄉,21.61,22.95,21.7,22.85,67,0,0,0,0.0,0.0,0.0,-
2026-03-02,1264,德麥,282.0,284.0,280.0,284.0,42,4,0,0,1.52,98.47,100.0,-
2026-03-02,1268,漢來美食,160.0,160.5,160.0,160.5,21,2,0,0,1.63,98.36,100.0,-
2026-03-02,1269,乾杯,66.61,69.9,66.6,66.6,0,0,0,0,0.0,0.0,0.0,-
2026-03-02,1271,晨暉生技,55.8,55.8,54.6,54.9,85,0,0,0,0.0,0.0,0.0,-
2026-03-02,1293,利統,27.41,28.5,28.5,28.5,0,0,0,0,0.0,0.0,0.0,-
2026-03-02,1294,漢田生技,77.1,78.6,77.1,78.6,23,-1,0,0,0.45,99.54,100.0,-
2026-03-02,1295,生合,78.0,78.1,77.1,77.1,63,4,0,0,2.61,97.38,100.0,-
2026-03-02,1301,台塑,53.7,54.5,50.6,50.7,87866,-8043,2700,-631,29.82,70.17,100.0,-
2026-03-02,1303,南亞,88.3,91.8,88.3,89.5,66187,1799,-1418,-115,32.34,67.65,100.0,-
2026-03-02,1304,台聚,12.65,13.2,12.2,12.25,9176,-2757,0,-101,29.13,70.86,100.0,-
2026-03-02,1305,華夏,12.9,13.4,12.15,12.2,4650,-1510,0,-2,4.79,95.2,100.0,-
2026-03-02,1307,三芳,34.5,35.1,34.0,34.1,1219,-188,-1,23,7.26,92.73,100.0,-
2026-03-02,1308,亞聚,14.4,14.9,13.65,13.7,4307,-1325,0,0,5.81,94.18,100.0,-
2026-03-02,1309,台達化,13.1,13.5,12.35,12.35,4120,-635,0,0,2.31,97.68,100.0,-
2026-03-02,1310,台苯,9.38,9.58,9.03,9.08,5862,-1932,0,-2,7.64,92.35,100.0,-
2026-03-02,1312,國喬,13.9,14.1,12.75,12.85,14250,-5165,0,-680,6.71,93.28,100.0,-
2026-03-02,1313,聯成,11.45,11.6,10.95,11.45,7807,-914,0,256,8.07,91.92,100.0,-
2026-03-02,1314,中石化,8.56,8.64,8.2,8.25,41069,-17281,0,-292,11.32,88.67,100.0,-
2026-03-02,1315,達新,65.3,65.5,64.7,64.8,20,1,0,0,1.23,98.76,100.0,-
2026-03-02,1316,上曜,13.1,13.6,13.1,13.4,4387,353,0,5,3.56,96.43,100.0,-
2026-03-02,1319,東陽,98.1,98.9,97.6,98.0,2503,223,-422,-29,12.74,87.25,100.0,-
2026-03-02,1321,大洋,33.8,34.05,33.55,34.0,88,28,0,0,7.03,92.96,100.0,-
2026-03-02,1323,永裕,18.6,18.65,18.3,18.65,27,6,0,-1,1.69,98.3,100.0,-
