date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-05-07,0050,元大台灣50,97.95,98.4,97.4,97.7,117152,16354,-3763,0,-21114,3.65,96.34,100.0
2026-05-07,0051,元大中型100,130.65,131.9,130.65,131.65,58,4,-1,0,4,0.57,99.42,100.0
2026-05-07,0052,富邦科技,57.5,57.75,57.15,57.55,40445,8081,-1664,-128,-4557,2.24,97.75,100.0
2026-05-07,0053,元大電子,225.95,225.95,224.15,225.5,47,4,-1,0,-23,1.14,98.85,100.0
2026-05-07,0055,元大MSCI金融,33.96,34.3,33.96,34.22,467,25,95,0,-61,0.8,99.19,100.0
2026-05-07,0056,元大高股息,44.23,44.77,44.01,44.72,74924,8338,40397,1030,1852,1.46,98.53,100.0
2026-05-07,0057,富邦摩台,289.35,291.7,289.35,291.7,11,1,0,0,-2,5.25,94.74,100.0
2026-05-07,0061,元大寶滬深,24.99,25.08,24.84,24.92,129,17,-27,0,48,4.06,95.93,100.0
2026-05-07,1101,台泥,25.25,25.7,24.95,25.5,37443,7621,10978,-32,-121,16.58,83.41,100.0
2026-05-07,1102,亞泥,35.0,35.3,34.95,34.95,7386,1436,-1013,-299,-42,16.31,83.68,100.0
2026-05-07,1103,嘉泥,13.35,13.55,13.35,13.45,383,24,98,0,-6,4.53,95.46,100.0
2026-05-07,1104,環泥,28.35,28.45,27.9,28.3,1523,581,283,0,-4,15.79,84.2,100.0
2026-05-07,1108,幸福,14.6,14.6,14.5,14.6,249,18,5,0,0,1.33,98.66,100.0
2026-05-07,1109,信大,15.4,15.45,15.3,15.4,136,5,10,0,14,2.38,97.61,100.0
2026-05-07,1110,東泥,15.05,15.25,14.95,15.1,149,40,71,0,2,5.89,94.1,100.0
2026-05-07,1201,味全,12.3,12.4,12.2,12.35,585,27,120,0,-8,5.17,94.82,100.0
2026-05-07,1203,味王,43.7,44.0,42.8,43.35,30,5,12,0,-1,1.71,98.28,100.0
2026-05-07,1210,大成,52.0,52.5,51.9,52.3,1287,198,-185,-63,-11,11.99,88.0,100.0
