date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-06-04,0050,元大台灣50,106.75,107.0,106.05,106.1,236782,6617,-38479,1150,-29520,4.47,95.52,100.0
2026-06-04,0051,元大中型100,147.45,147.45,145.3,145.6,70,7,-1,0,-18,0.49,99.5,100.0
2026-06-04,0052,富邦科技,63.0,63.1,62.3,62.3,37835,1895,-6662,0,-8885,1.95,98.04,100.0
2026-06-04,0053,元大電子,247.1,247.1,243.5,243.95,33,3,0,0,-21,1.38,98.61,100.0
2026-06-04,0055,元大MSCI金融,38.5,39.12,38.32,38.88,1455,150,240,0,-500,1.13,98.86,100.0
2026-06-04,0056,元大高股息,53.3,53.3,52.5,52.65,66916,9701,-8393,0,3767,0.85,99.14,100.0
2026-06-04,0057,富邦摩台,315.25,316.55,315.25,315.25,42,0,0,0,-1,6.88,93.11,100.0
2026-06-04,0061,元大寶滬深,25.4,25.4,25.18,25.25,207,1,-53,0,21,5.06,94.93,100.0
2026-06-04,1101,台泥,24.9,24.95,24.45,24.45,37205,7026,-17408,359,-67,14.97,85.02,100.0
2026-06-04,1102,亞泥,34.2,34.65,34.0,34.35,13879,5280,-785,-7,-19,13.15,86.84,100.0
2026-06-04,1103,嘉泥,13.55,13.7,13.5,13.65,382,21,166,0,4,4.57,95.42,100.0
2026-06-04,1104,環泥,28.7,29.25,28.5,29.25,1348,178,-113,0,265,15.21,84.78,100.0
2026-06-04,1108,幸福,14.0,14.15,14.0,14.1,375,10,-69,0,23,1.29,98.7,100.0
2026-06-04,1109,信大,14.85,14.9,14.75,14.9,117,10,-11,0,2,2.34,97.65,100.0
2026-06-04,1110,東泥,16.8,17.25,15.95,16.0,1124,331,-242,0,1,5.84,94.15,100.0
2026-06-04,1201,味全,12.55,12.75,12.45,12.55,808,129,-342,0,2,5.04,94.95,100.0
2026-06-04,1203,味王,43.1,43.55,43.05,43.1,7,2,2,0,0,1.73,98.26,100.0
2026-06-04,1210,大成,53.7,55.0,53.4,54.2,10074,2298,-4126,5342,23,10.35,89.64,100.0
2026-06-04,1213,大飲,0.0,0.0,0.0,0.0,0,0,0,0,0,0.01,99.98,100.0
2026-06-04,1215,卜蜂,114.0,116.5,113.0,116.0,4338,1378,75,-1750,10,36.27,63.72,100.0
2026-06-04,1216,統一,73.3,74.4,73.1,73.6,14833,3480,848,1870,173,31.47,68.52,100.0
2026-06-04,1217,愛之味,10.05,10.1,10.0,10.0,1047,110,-289,0,2,7.89,92.1,100.0
2026-06-04,1218,泰山,19.65,19.65,19.4,19.5,1013,107,159,0,3,4.18,95.81,100.0
2026-06-04,1219,福壽,12.9,13.1,12.9,13.0,717,93,4,0,3,5.53,94.46,100.0
2026-06-04,1220,台榮,11.8,12.0,11.8,11.95,153,7,8,0,-1,7.09,92.9,100.0
2026-06-04,1225,福懋油,29.6,30.15,29.6,29.7,188,40,34,0,-10,1.42,98.57,100.0
2026-06-04,1227,佳格,28.5,29.0,28.45,28.45,5792,905,1320,0,8,6.25,93.74,100.0
2026-06-04,1229,聯華,43.4,43.4,42.35,43.0,5090,884,-1079,0,4,8.8,91.19,100.0
