date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-05-13,0050,元大台灣50,94.85,95.8,94.7,95.5,130654,13222,-52953,0,-15907,3.13,96.86,100.0
2026-05-13,0051,元大中型100,133.9,133.9,131.85,133.75,76,4,0,0,0,0.45,99.54,100.0
2026-05-13,0052,富邦科技,55.8,56.35,55.6,56.15,33153,6238,-447,-100,-4391,1.96,98.03,100.0
2026-05-13,0053,元大電子,218.9,221.7,218.75,221.4,26,4,0,0,4,0.74,99.25,100.0
2026-05-13,0055,元大MSCI金融,33.47,33.75,33.36,33.75,178,8,-3,0,45,0.69,99.3,100.0
2026-05-13,0056,元大高股息,44.98,45.26,44.73,45.15,70167,9623,5339,0,20426,1.06,98.93,100.0
2026-05-13,0057,富邦摩台,282.2,293.3,282.2,293.3,54,1,-3,0,6,5.76,94.23,100.0
2026-05-13,0061,元大寶滬深,25.3,25.44,25.23,25.42,446,3,15,0,345,4.5,95.49,100.0
2026-05-13,1101,台泥,24.95,25.0,24.7,24.7,24957,3806,-13902,0,70,16.14,83.85,100.0
2026-05-13,1102,亞泥,34.45,35.5,34.45,35.3,9747,2585,3161,-391,-290,16.38,83.61,100.0
2026-05-13,1103,嘉泥,13.3,13.3,13.15,13.2,405,18,-119,0,-1,4.59,95.4,100.0
2026-05-13,1104,環泥,28.05,28.45,27.9,28.05,1113,225,-323,0,0,15.69,84.3,100.0
2026-05-13,1108,幸福,14.2,14.2,14.05,14.1,648,13,-115,0,0,1.27,98.72,100.0
2026-05-13,1109,信大,15.3,15.4,15.1,15.4,84,5,-6,0,0,2.38,97.61,100.0
2026-05-13,1110,東泥,14.85,14.95,14.4,14.4,356,107,-28,0,-1,5.88,94.11,100.0
2026-05-13,1201,味全,12.2,12.25,12.1,12.25,345,18,7,0,0,5.08,94.91,100.0
2026-05-13,1203,味王,43.0,43.0,42.6,42.85,20,5,-6,0,0,1.72,98.27,100.0
2026-05-13,1210,大成,52.1,52.5,52.0,52.3,1705,351,158,-107,-4,11.91,88.08,100.0
2026-05-13,1213,大飲,8.96,8.96,8.69,8.7,8,0,0,0,0,0.01,99.98,100.0
2026-05-13,1215,卜蜂,136.0,136.5,134.0,135.5,920,105,-368,14,35,35.82,64.17,100.0
2026-05-13,1216,統一,73.5,75.6,73.2,75.2,24861,3598,13102,1040,-493,32.59,67.4,100.0
2026-05-13,1217,愛之味,9.65,9.68,9.63,9.65,557,23,-210,0,-1,7.58,92.41,100.0
2026-05-13,1218,泰山,18.9,18.9,18.8,18.9,369,27,-28,0,0,4.1,95.89,100.0
2026-05-13,1219,福壽,13.2,13.2,13.0,13.1,1006,95,-49,0,-1,5.63,94.36,100.0
2026-05-13,1220,台榮,12.2,12.3,12.2,12.25,57,1,-7,0,0,7.18,92.81,100.0
2026-05-13,1225,福懋油,31.45,31.7,31.35,31.5,122,26,13,0,-16,1.38,98.61,100.0
2026-05-13,1227,佳格,28.85,28.85,28.7,28.8,1064,89,-335,0,-4,5.66,94.33,100.0
2026-05-13,1229,聯華,40.15,40.5,39.7,40.3,4180,403,121,0,-9,9.2,90.79,100.0
2026-05-13,1231,聯華食,86.6,86.6,85.2,86.1,443,102,-77,0,0,2.73,97.26,100.0
2026-05-13,1232,大統益,148.0,148.5,147.5,148.0,96,5,-14,0,-1,2.62,97.37,100.0
2026-05-13,1233,天仁,28.7,28.8,28.6,28.7,23,0,-2,0,0,5.61,94.38,100.0
2026-05-13,1234,黑松,34.85,34.85,34.5,34.5,275,12,-37,0,-1,4.81,95.18,100.0
2026-05-13,1235,興泰,43.6,44.15,42.65,42.65,22,5,-4,0,1,0.26,99.73,100.0
2026-05-13,1236,宏亞,25.0,25.15,24.4,24.55,79,9,-11,0,2,0.46,99.53,100.0
2026-05-13,1240,茂生農經,57.4,58.4,57.4,58.1,41,17,-9,0,0,3.65,96.34,100.0
2026-05-13,1256,鮮活果汁-KY,199.0,199.0,187.5,191.0,316,163,-33,0,-3,4.74,95.25,100.0
2026-05-13,1259,安心,0.0,0.0,0.0,0.0,0,0,0,0,0,26.11,73.88,100.0
2026-05-13,1260,富味鄉,24.68,25.15,24.5,24.9,69,0,4,0,0,0.0,0.0,0.0
2026-05-13,1264,德麥,273.0,274.0,271.5,271.5,86,3,21,0,-57,1.69,98.3,100.0
2026-05-13,1268,漢來美食,160.0,160.0,159.0,159.0,22,2,0,0,0,1.55,98.44,100.0
2026-05-13,1269,乾杯,70.7,70.3,65.6,68.8,26,0,0,0,0,0.0,0.0,0.0
2026-05-13,1271,晨暉生技,67.85,67.3,64.7,66.0,167,0,0,0,0,0.0,0.0,0.0
2026-05-13,1293,利統,26.95,28.0,28.0,28.0,0,0,0,0,0,0.0,0.0,0.0
2026-05-13,1294,漢田生技,78.5,78.9,78.3,78.4,21,2,-3,0,0,0.66,99.33,100.0
2026-05-13,1295,生合,51.0,52.5,51.0,52.0,99,26,31,0,0,1.96,98.03,100.0
2026-05-13,1301,台塑,47.65,47.7,46.85,46.9,15755,4051,-5555,0,89,30.73,69.26,100.0
2026-05-13,1303,南亞,89.7,89.7,85.2,86.5,56632,25177,-13332,-618,-244,33.1,66.89,100.0
2026-05-13,1304,台聚,13.15,13.15,12.7,13.0,5639,1539,-647,0,-34,27.88,72.11,100.0
2026-05-13,1305,華夏,13.5,13.5,12.85,13.0,2728,894,-176,0,3,4.1,95.89,100.0
2026-05-13,1307,三芳,32.05,32.35,31.85,31.85,636,73,-275,-14,-3,6.93,93.06,100.0
2026-05-13,1308,亞聚,13.55,13.7,13.35,13.35,3435,827,-121,0,0,3.93,96.06,100.0
2026-05-13,1309,台達化,17.2,17.3,16.2,16.2,5867,2505,-1538,0,0,2.52,97.47,100.0
2026-05-13,1310,台苯,8.53,8.6,8.35,8.35,4110,831,-243,0,0,4.78,95.21,100.0
2026-05-13,1312,國喬,11.45,11.5,10.9,10.9,9503,1527,-2699,0,-132,4.31,95.68,100.0
2026-05-13,1313,聯成,11.2,11.2,11.05,11.05,3105,937,-227,0,11,5.99,94.0,100.0
2026-05-13,1314,中石化,7.08,7.08,6.98,7.02,20976,3148,-1345,0,0,8.68,91.31,100.0
2026-05-13,1315,達新,61.3,61.7,60.9,61.7,37,1,-5,0,-1,1.3,98.69,100.0
2026-05-13,1316,上曜,11.45,11.45,11.1,11.15,1316,195,-452,0,0,4.28,95.71,100.0
2026-05-13,1319,東陽,79.5,80.3,78.9,80.0,1660,309,-101,-150,-19,7.6,92.39,100.0
