date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-05-26,0050,元大台灣50,101.6,101.8,100.1,100.1,93560,-14392,2131,-9330,3.25,96.74,100.0
2026-05-26,0051,元大中型100,140.65,142.05,139.95,140.3,183,-5,0,0,0.56,99.43,100.0
2026-05-26,0052,富邦科技,60.1,60.2,59.25,59.25,26652,-908,0,-2099,2.51,97.48,100.0
2026-05-26,0053,元大電子,236.0,236.0,234.0,234.95,19,0,0,-9,1.36,98.63,100.0
2026-05-26,0055,元大MSCI金融,34.05,34.5,33.98,34.3,704,236,0,-157,0.93,99.06,100.0
2026-05-26,0056,元大高股息,48.68,48.79,48.15,48.32,49374,4033,-240,6448,0.9,99.09,100.0
2026-05-26,0057,富邦摩台,300.05,300.85,297.9,298.9,13,0,0,-2,6.75,93.24,100.0
2026-05-26,0061,元大寶滬深,24.83,25.1,24.83,24.96,377,188,0,37,4.8,95.19,100.0
2026-05-26,1101,台泥,24.3,24.6,23.95,23.95,31297,-15528,-2,115,14.96,85.03,100.0
2026-05-26,1102,亞泥,33.55,33.65,33.25,33.25,15247,-10694,-570,-48,15.09,84.9,100.0
2026-05-26,1103,嘉泥,13.2,13.25,13.1,13.25,291,39,0,-1,4.51,95.48,100.0
2026-05-26,1104,環泥,27.55,27.8,27.35,27.35,872,-315,1,0,15.42,84.57,100.0
2026-05-26,1108,幸福,13.5,13.55,13.45,13.5,168,20,0,0,1.2,98.79,100.0
2026-05-26,1109,信大,14.4,14.5,14.35,14.5,181,-12,0,-15,2.27,97.72,100.0
2026-05-26,1110,東泥,14.0,14.1,13.9,14.0,167,40,0,0,5.9,94.09,100.0
2026-05-26,1201,味全,12.0,12.35,12.0,12.3,800,-45,0,0,5.0,94.99,100.0
2026-05-26,1203,味王,41.75,43.15,41.75,42.7,30,21,0,-3,1.72,98.27,100.0
2026-05-26,1210,大成,52.3,52.6,52.0,52.1,1760,105,-8,12,11.9,88.09,100.0
2026-05-26,1213,大飲,8.52,8.52,8.0,8.23,39,0,0,0,0.01,99.98,100.0
2026-05-26,1215,卜蜂,142.5,144.5,142.0,142.5,2725,-150,-658,-26,34.85,65.14,100.0
2026-05-26,1216,統一,71.3,71.9,70.8,70.8,17786,-9592,4813,-219,32.18,67.81,100.0
