date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-01-12,50,元大台灣50,70.5,70.55,70.05,70.35,84346,-16538,2100,-10958,3.46,96.53,100.0,-
2026-01-12,51,元大中型100,95.8,97.3,95.8,97.1,81,2,0,12,0.57,99.42,100.0,-
2026-01-12,52,富邦科技,41.05,41.08,40.83,40.9,37846,1104,-200,-12404,0.93,99.06,100.0,-
2026-01-12,53,元大電子,151.55,152.25,150.8,150.8,35,0,0,13,1.21,98.78,100.0,-
2026-01-12,55,元大MSCI金融,32.05,32.05,31.84,31.91,212,-25,0,-58,0.53,99.46,100.0,-
2026-01-12,56,元大高股息,37.65,37.75,37.62,37.67,46400,6160,0,481,0.5,99.49,100.0,-
2026-01-12,57,富邦摩台,204.75,204.75,204.7,204.75,4,0,0,1,4.06,95.93,100.0,-
2026-01-12,61,元大寶滬深,23.85,24.06,23.82,24.02,364,50,0,194,5.45,94.54,100.0,-
2026-01-12,1101,台泥,23.85,25.1,23.8,24.95,98217,25106,-264,3691,18.91,81.08,100.0,-
2026-01-12,1102,亞泥,37.1,37.6,37.0,37.5,6289,4530,-2296,6,17.54,82.45,100.0,-
2026-01-12,1103,嘉泥,14.0,14.1,13.95,14.05,502,27,0,0,4.44,95.55,100.0,-
2026-01-12,1104,環泥,29.9,30.4,29.9,30.15,678,346,0,2,16.37,83.62,100.0,-
2026-01-12,1108,幸福,14.9,14.95,14.9,14.9,144,-10,0,-1,1.27,98.72,100.0,-
2026-01-12,1109,信大,15.4,15.45,15.35,15.4,197,-55,0,0,2.32,97.67,100.0,-
2026-01-12,1110,東泥,16.45,16.55,16.25,16.5,409,-83,0,-7,5.9,94.09,100.0,-
2026-01-12,1201,味全,14.45,14.45,14.3,14.4,304,-78,0,2,5.4,94.59,100.0,-
2026-01-12,1203,味王,39.65,39.9,39.35,39.35,62,-3,0,0,1.62,98.37,100.0,-
2026-01-12,1210,大成,51.5,51.8,51.4,51.6,1001,429,-101,5,10.12,89.87,100.0,-
2026-01-12,1213,大飲,9.91,9.91,9.9,9.91,4,0,0,0,0.02,99.97,100.0,-
2026-01-12,1215,卜蜂,139.5,141.0,139.0,141.0,1075,278,251,23,41.08,58.91,100.0,-
2026-01-12,1216,統一,75.6,76.1,75.3,75.6,9238,4840,-5992,62,33.06,66.93,100.0,-
2026-01-12,1217,愛之味,10.5,10.55,10.4,10.45,587,11,0,0,8.16,91.83,100.0,-
2026-01-12,1218,泰山,18.25,18.35,18.2,18.35,446,123,0,0,3.04,96.95,100.0,-
2026-01-12,1219,福壽,13.4,13.55,13.35,13.45,289,85,0,20,5.16,94.83,100.0,-
2026-01-12,1220,台榮,12.55,12.55,12.4,12.55,139,-2,0,0,6.98,93.01,100.0,-
2026-01-12,1225,福懋油,28.1,28.35,27.85,28.25,110,23,0,1,1.41,98.58,100.0,-
2026-01-12,1227,佳格,29.7,29.7,29.45,29.6,881,-428,2,0,5.8,94.19,100.0,-
2026-01-12,1229,聯華,46.8,46.8,46.25,46.25,1914,-648,-5,-10,9.6,90.39,100.0,-
2026-01-12,1231,聯華食,95.5,95.5,94.2,94.3,302,-119,0,0,2.84,97.15,100.0,-
2026-01-12,1232,大統益,144.5,145.0,144.0,144.5,49,-7,0,-1,2.19,97.8,100.0,-
2026-01-12,1233,天仁,32.15,32.2,32.1,32.2,17,-1,0,16,5.51,94.48,100.0,-
2026-01-12,1234,黑松,37.4,37.4,37.15,37.15,158,-17,0,-5,4.81,95.18,100.0,-
2026-01-12,1235,興泰,45.0,45.05,44.9,45.0,18,3,0,0,0.19,99.8,100.0,-
2026-01-12,1236,宏亞,25.35,25.5,25.25,25.5,71,-9,0,0,0.43,99.56,100.0,-
2026-01-12,1240,茂生農經,60.0,60.0,59.7,60.0,26,0,0,0,3.65,96.34,100.0,-
2026-01-12,1256,鮮活果汁-KY,159.5,162.0,157.5,158.5,103,12,0,0,4.34,95.65,100.0,-
2026-01-12,1259,安心,61.0,63.3,61.0,63.3,11,2,0,0,26.13,73.86,100.0,-
2026-01-12,1260,富味鄉,17.0,17.5,16.25,17.0,208,0,0,0,0.0,0.0,0.0,-
2026-01-12,1264,德麥,280.0,280.0,279.5,279.5,23,0,0,0,1.45,98.54,100.0,-
2026-01-12,1268,漢來美食,158.5,161.0,158.0,161.0,74,-1,0,0,1.64,98.35,100.0,-
2026-01-12,1269,乾杯,63.9,64.4,64.1,64.1,11,0,0,0,0.0,0.0,0.0,-
2026-01-12,1271,晨暉生技,57.03,58.0,56.1,56.3,26,0,0,0,0.0,0.0,0.0,-
2026-01-12,1293,利統,28.7,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-
2026-01-12,1294,漢田生技,77.1,77.1,75.1,75.8,87,3,0,0,0.42,99.57,100.0,-
2026-01-12,1295,生合,86.0,90.0,85.6,87.6,238,-3,0,0,2.41,97.58,100.0,-
2026-01-12,1301,台塑,41.85,42.45,40.95,41.5,26875,5635,-34,-809,27.72,72.27,100.0,-
2026-01-12,1303,南亞,63.1,65.4,61.9,64.7,88763,14420,-1557,2136,28.66,71.33,100.0,-
2026-01-12,1304,台聚,11.25,11.6,11.15,11.35,5314,530,0,0,28.49,71.5,100.0,-
2026-01-12,1305,華夏,11.3,11.85,11.2,11.6,3249,265,0,1,4.12,95.87,100.0,-
2026-01-12,1307,三芳,31.75,31.75,31.0,31.35,1213,-629,0,-1,6.41,93.58,100.0,-
2026-01-12,1308,亞聚,13.15,13.5,13.05,13.35,1785,154,0,0,5.01,94.98,100.0,-
2026-01-12,1309,台達化,11.45,12.05,11.45,11.7,2225,586,0,0,2.14,97.85,100.0,-
2026-01-12,1310,台苯,8.7,9.0,8.67,8.75,3021,877,0,0,5.97,94.02,100.0,-
2026-01-12,1312,國喬,12.6,13.6,12.5,12.85,39564,5345,0,548,6.29,93.7,100.0,-
2026-01-12,1313,聯成,10.3,10.65,10.2,10.35,5066,1511,0,1,7.28,92.71,100.0,-
2026-01-12,1314,中石化,7.93,8.11,7.92,8.11,21065,11096,0,94,9.9,90.09,100.0,-
2026-01-12,1315,達新,64.0,64.0,63.7,63.9,29,1,0,0,1.15,98.84,100.0,-
2026-01-12,1316,上曜,14.7,14.7,14.3,14.6,4147,-479,-11,0,4.39,95.6,100.0,-
2026-01-12,1319,東陽,95.1,95.1,93.7,93.8,1666,319,-653,25,13.02,86.97,100.0,-
2026-01-12,1321,大洋,34.85,34.85,34.5,34.65,206,-52,0,0,6.91,93.08,100.0,-
2026-01-12,1323,永裕,19.4,19.45,18.5,18.95,243,2,0,0,1.68,98.31,100.0,-
2026-01-12,1324,地球,11.2,11.2,11.15,11.2,53,-5,0,0,0.56,99.43,100.0,-
2026-01-12,1325,恆大,31.3,31.75,31.15,31.2,861,297,0,0,3.03,96.96,100.0,-
2026-01-12,1326,台化,32.1,32.5,31.95,32.45,12134,3659,0,78,33.09,66.9,100.0,-
2026-01-12,1336,台翰,16.0,16.0,15.65,15.7,454,-66,0,0,4.1,95.89,100.0,-
2026-01-12,1337,再生-KY,4.86,4.91,4.83,4.84,321,-6,0,0,24.91,75.08,100.0,-
2026-01-12,1338,廣華-KY,20.05,20.25,20.0,20.05,103,3,0,0,6.1,93.89,100.0,-
2026-01-12,1339,昭輝,42.05,42.3,41.65,41.85,43,-12,0,0,1.01,98.98,100.0,-
2026-01-12,1340,勝悅-KY,6.9,6.9,6.67,6.68,566,74,0,0,26.83,73.16,100.0,-
2026-01-12,1341,富林-KY,58.7,58.7,58.3,58.4,4,0,0,0,79.8,20.19,100.0,-
2026-01-12,1342,八貫,93.0,95.4,93.0,95.1,406,83,0,25,27.19,72.8,100.0,-
2026-01-12,1343,旭東環保,28.92,29.2,28.75,29.2,15,0,0,0,0.0,0.0,0.0,-
2026-01-12,1402,遠東新,28.35,28.5,28.25,28.4,5458,2175,-1059,-95,18.94,81.05,100.0,-
2026-01-12,1409,新纖,14.85,15.0,14.7,14.9,3869,578,0,-3,11.95,88.04,100.0,-
2026-01-12,1410,南染,34.2,34.7,33.9,33.9,31,1,0,0,18.7,81.29,100.0,-
2026-01-12,1413,宏洲,9.65,9.94,9.65,9.94,112,0,0,-1,0.35,99.64,100.0,-
