date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-01-06,50,元大台灣50,69.45,70.4,68.95,70.4,130176,-48486,1975,782,3.32,96.67,100.0,-
2026-01-06,51,元大中型100,93.2,95.25,93.2,94.6,121,0,0,34,0.51,99.48,100.0,-
2026-01-06,52,富邦科技,40.27,41.1,40.2,41.1,77151,-10189,688,-37031,1.13,98.86,100.0,-
2026-01-06,53,元大電子,149.15,151.2,148.9,151.0,31,2,0,17,1.13,98.86,100.0,-
2026-01-06,55,元大MSCI金融,32.11,32.21,32.05,32.11,250,-27,0,-42,0.55,99.44,100.0,-
2026-01-06,56,元大高股息,37.15,37.33,37.15,37.26,60484,10241,0,1768,0.51,99.48,100.0,-
2026-01-06,57,富邦摩台,203.15,205.05,203.15,205.05,8,0,0,-1,4.06,95.93,100.0,-
2026-01-06,61,元大寶滬深,23.5,23.88,23.5,23.85,694,221,0,154,5.32,94.67,100.0,-
2026-01-06,1101,台泥,23.15,23.2,22.85,23.0,31146,-3007,-102,-706,18.47,81.52,100.0,多
2026-01-06,1102,亞泥,37.5,37.9,37.0,37.05,9842,-3543,-571,-353,17.53,82.46,100.0,多
2026-01-06,1103,嘉泥,13.75,13.85,13.7,13.7,402,74,0,0,4.43,95.56,100.0,空
2026-01-06,1104,環泥,29.75,29.95,29.75,29.95,335,59,0,-15,16.28,83.71,100.0,空
2026-01-06,1108,幸福,14.9,14.95,14.85,14.9,210,-8,0,-18,1.28,98.71,100.0,空
2026-01-06,1109,信大,15.5,15.5,15.4,15.4,167,-16,0,0,2.34,97.65,100.0,空
2026-01-06,1110,東泥,16.25,16.35,16.15,16.35,378,14,0,0,5.91,94.08,100.0,空
2026-01-06,1201,味全,14.35,14.4,14.3,14.35,554,-95,0,0,5.42,94.57,100.0,空
2026-01-06,1203,味王,39.65,39.75,39.6,39.7,24,2,0,0,1.62,98.37,100.0,空
2026-01-06,1210,大成,51.5,51.5,51.0,51.2,1271,-377,-59,0,10.02,89.97,100.0,多
2026-01-06,1213,大飲,10.55,10.65,10.25,10.65,17,0,0,0,0.02,99.97,100.0,多
2026-01-06,1215,卜蜂,134.0,135.5,133.0,133.5,1084,110,-12,2,40.9,59.09,100.0,空
2026-01-06,1216,統一,77.0,77.7,75.9,76.2,13356,-3301,-1833,-10,33.1,66.89,100.0,空
2026-01-06,1217,愛之味,10.4,10.45,10.4,10.4,557,65,0,0,8.13,91.86,100.0,空
2026-01-06,1218,泰山,18.1,18.1,18.0,18.05,584,34,0,-26,2.93,97.06,100.0,多
2026-01-06,1219,福壽,13.35,13.35,13.2,13.3,450,-82,0,-6,5.1,94.89,100.0,空
2026-01-06,1220,台榮,12.5,12.5,12.4,12.5,162,31,0,-12,6.96,93.03,100.0,多
2026-01-06,1225,福懋油,28.2,28.4,27.85,28.05,357,-35,0,0,1.41,98.58,100.0,空
2026-01-06,1227,佳格,30.0,30.1,29.75,29.9,715,-202,6,-2,5.88,94.11,100.0,空
2026-01-06,1229,聯華,46.25,46.6,46.0,46.15,2156,-645,0,-11,9.6,90.39,100.0,空
2026-01-06,1231,聯華食,94.0,95.0,93.6,95.0,352,43,0,-1,2.86,97.13,100.0,空
2026-01-06,1232,大統益,144.5,145.0,144.0,145.0,52,20,0,0,2.2,97.79,100.0,空
2026-01-06,1233,天仁,32.2,32.2,32.05,32.05,47,-1,0,45,5.51,94.48,100.0,空
2026-01-06,1234,黑松,37.95,37.95,37.4,37.45,73,-7,0,-6,4.81,95.18,100.0,空
2026-01-06,1235,興泰,45.5,45.65,45.05,45.2,15,-5,0,0,0.19,99.8,100.0,空
2026-01-06,1236,宏亞,25.45,25.85,25.0,25.5,99,5,0,1,0.44,99.55,100.0,空
2026-01-06,1240,茂生農經,59.6,60.0,59.4,59.6,17,0,0,0,3.64,96.35,100.0,多
2026-01-06,1256,鮮活果汁-KY,150.0,153.0,147.0,151.5,159,3,0,13,4.3,95.69,100.0,多
2026-01-06,1259,安心,61.0,61.2,61.0,61.2,5,0,0,0,26.12,73.87,100.0,多
2026-01-06,1260,富味鄉,16.96,17.5,16.4,16.9,38,0,0,0,0.0,0.0,0.0,空
2026-01-06,1264,德麥,280.0,280.0,278.0,279.0,39,-1,0,0,1.43,98.56,100.0,空
2026-01-06,1268,漢來美食,159.0,160.0,158.5,158.5,32,-1,0,0,1.64,98.35,100.0,空
2026-01-06,1269,乾杯,61.9,64.7,62.0,62.0,6,0,0,0,0.0,0.0,0.0,多
2026-01-06,1271,晨暉生技,55.86,55.8,54.4,55.0,46,0,0,0,0.0,0.0,0.0,空
2026-01-06,1293,利統,27.56,28.6,28.6,28.6,0,0,0,0,0.0,0.0,0.0,多
2026-01-06,1294,漢田生技,77.1,77.3,76.3,77.3,16,-2,0,0,0.4,99.59,100.0,空
2026-01-06,1295,生合,83.1,84.9,83.1,84.0,84,42,0,0,2.1,97.89,100.0,空
2026-01-06,1301,台塑,38.0,38.8,38.0,38.2,18619,155,0,195,26.92,73.07,100.0,空
2026-01-06,1303,南亞,56.3,59.4,56.3,58.9,83828,20758,-3557,2231,27.48,72.51,100.0,空
2026-01-06,1304,台聚,10.5,10.7,10.45,10.55,3709,-142,0,-26,28.22,71.77,100.0,空
2026-01-06,1305,華夏,10.6,10.9,10.6,10.85,1215,219,0,-2,3.82,96.17,100.0,空
2026-01-06,1307,三芳,30.85,31.3,30.85,31.15,732,20,0,-27,6.36,93.63,100.0,空
2026-01-06,1308,亞聚,12.8,13.0,12.7,12.8,1115,175,0,-1,4.79,95.2,100.0,空
2026-01-06,1309,台達化,10.95,11.2,10.9,11.1,819,314,0,-12,1.96,98.03,100.0,空
2026-01-06,1310,台苯,8.65,8.72,8.6,8.69,1279,558,0,-4,5.67,94.32,100.0,多
2026-01-06,1312,國喬,11.3,11.45,11.2,11.3,3836,174,0,-2,5.75,94.24,100.0,空
2026-01-06,1313,聯成,9.8,9.94,9.8,9.85,1367,20,0,-14,7.11,92.88,100.0,空
2026-01-06,1314,中石化,7.68,7.86,7.66,7.85,19191,6810,0,48,9.52,90.47,100.0,空
2026-01-06,1315,達新,63.7,64.2,63.7,64.0,25,-9,0,0,1.15,98.84,100.0,空
