date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-04-13,50,元大台灣50,80.6,81.0,80.4,80.6,91689,30857,242,-7928,3.75,96.24,100.0,-
2026-04-13,51,元大中型100,115.85,116.0,115.1,115.9,129,0,0,67,0.57,99.42,100.0,-
2026-04-13,52,富邦科技,47.88,48.03,47.67,47.86,34820,2327,-1474,748,2.43,97.56,100.0,-
2026-04-13,53,元大電子,182.6,183.5,182.35,182.35,53,0,0,40,1.32,98.67,100.0,-
2026-04-13,55,元大MSCI金融,33.09,33.09,32.75,32.86,260,-17,0,-204,0.58,99.41,100.0,-
2026-04-13,56,元大高股息,39.4,39.6,39.2,39.52,47465,-1080,0,2299,0.78,99.21,100.0,-
2026-04-13,57,富邦摩台,240.45,240.75,238.85,238.85,7,0,0,1,6.03,93.96,100.0,-
2026-04-13,61,元大寶滬深,23.7,23.84,23.65,23.83,209,0,0,130,4.78,95.21,100.0,-
2026-04-13,1101,台泥,25.5,25.55,24.9,25.25,25273,-7754,-53,-596,17.39,82.6,100.0,-
2026-04-13,1102,亞泥,35.65,35.7,35.2,35.55,9279,-3537,610,-131,15.73,84.26,100.0,-
2026-04-13,1103,嘉泥,13.9,13.9,13.8,13.8,127,40,0,2,4.49,95.5,100.0,-
2026-04-13,1104,環泥,29.4,29.5,29.2,29.3,434,-124,0,1,16.17,83.82,100.0,-
2026-04-13,1108,幸福,14.85,14.9,14.8,14.85,394,141,0,1,1.31,98.68,100.0,-
2026-04-13,1109,信大,15.45,15.45,15.35,15.4,53,7,0,1,2.29,97.7,100.0,-
2026-04-13,1110,東泥,15.25,15.3,15.05,15.15,169,8,0,2,5.95,94.04,100.0,-
2026-04-13,1201,味全,13.35,13.35,13.25,13.3,519,-204,0,0,5.23,94.76,100.0,-
2026-04-13,1203,味王,40.55,41.25,40.55,41.25,63,14,0,1,1.62,98.37,100.0,-
2026-04-13,1210,大成,54.5,55.5,54.4,55.1,3016,1395,-805,-53,11.73,88.26,100.0,-
2026-04-13,1213,大飲,0.0,0.0,0.0,0.0,0,0,0,0,0.01,99.98,100.0,-
2026-04-13,1215,卜蜂,143.5,145.5,141.5,145.0,1151,-329,143,143,39.97,60.02,100.0,-
2026-04-13,1216,統一,71.8,72.2,71.4,72.0,8446,-1416,-1103,-119,32.1,67.89,100.0,-
2026-04-13,1217,愛之味,10.3,10.4,10.25,10.3,664,-129,0,4,8.06,91.93,100.0,-
2026-04-13,1218,泰山,19.3,19.5,19.25,19.45,761,131,0,1,4.36,95.63,100.0,-
2026-04-13,1219,福壽,14.25,14.85,14.2,14.6,2348,391,0,2,5.96,94.03,100.0,-
2026-04-13,1220,台榮,12.55,12.75,12.5,12.7,369,44,0,0,7.13,92.86,100.0,-
2026-04-13,1225,福懋油,33.05,33.6,32.75,33.6,241,72,0,9,1.34,98.65,100.0,-
2026-04-13,1227,佳格,30.0,30.3,29.95,30.15,688,265,6,15,6.23,93.76,100.0,-
2026-04-13,1229,聯華,44.2,44.3,43.75,44.2,2376,-298,21,-9,9.42,90.57,100.0,-
2026-04-13,1231,聯華食,91.0,91.0,89.6,90.1,367,27,0,0,2.74,97.25,100.0,-
2026-04-13,1232,大統益,150.0,150.5,149.0,149.5,148,38,0,0,2.58,97.41,100.0,-
2026-04-13,1233,天仁,29.3,29.35,29.3,29.35,2,1,0,0,5.53,94.46,100.0,-
2026-04-13,1234,黑松,35.75,35.8,35.65,35.75,98,26,0,0,4.76,95.23,100.0,-
2026-04-13,1235,興泰,44.5,44.9,42.9,44.1,34,9,0,1,0.17,99.82,100.0,-
2026-04-13,1236,宏亞,25.5,27.4,25.5,26.7,113,31,0,-16,0.49,99.5,100.0,-
