date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-06-16,50,元大台灣50,106.05,106.05,104.85,105.9,70824,10175,6189,4000,3912,0.0,0.0,0.0,-
2026-06-16,51,元大中型100,144.55,144.55,142.5,143.4,105,13,0,0,12,0.0,0.0,0.0,-
2026-06-16,52,富邦科技,61.95,61.95,61.25,61.85,24352,2777,3844,0,4254,0.0,0.0,0.0,-
2026-06-16,53,元大電子,240.55,242.7,240.5,241.8,39,5,0,0,-3,0.0,0.0,0.0,-
2026-06-16,55,元大MSCI金融,41.04,42.09,41.04,41.98,1575,133,-276,100,-564,0.0,0.0,0.0,-
2026-06-16,56,元大高股息,51.8,51.9,51.4,51.55,30454,4217,4746,0,1417,0.0,0.0,0.0,-
2026-06-16,57,富邦摩台,311.6,314.05,310.6,314.05,10,0,0,0,0,0.0,0.0,0.0,-
2026-06-16,61,元大寶滬深,25.21,25.39,25.21,25.28,250,7,52,0,116,0.0,0.0,0.0,-
2026-06-16,1101,台泥,25.0,25.1,24.5,24.5,30785,6272,-10853,-286,-229,0.0,0.0,0.0,多
2026-06-16,1102,亞泥,35.55,35.95,35.25,35.6,19014,4846,-2472,-3153,241,0.0,0.0,0.0,多
2026-06-16,1103,嘉泥,13.8,13.8,13.65,13.7,278,52,51,0,3,0.0,0.0,0.0,多
2026-06-16,1104,環泥,29.2,29.25,29.1,29.1,610,96,-191,0,4,0.0,0.0,0.0,多
2026-06-16,1108,幸福,14.0,14.0,13.8,13.85,473,48,-90,0,6,0.0,0.0,0.0,多
2026-06-16,1109,信大,14.75,14.75,14.65,14.7,118,3,10,0,4,0.0,0.0,0.0,多
2026-06-16,1110,東泥,15.9,15.95,15.75,15.75,166,13,63,0,-1,0.0,0.0,0.0,多
2026-06-16,1201,味全,12.4,12.45,12.35,12.4,205,38,-39,0,0,0.0,0.0,0.0,多
2026-06-16,1203,味王,44.2,44.3,42.6,43.15,51,24,23,0,1,0.0,0.0,0.0,空
2026-06-16,1210,大成,55.9,55.9,54.8,55.6,3595,1058,-1083,913,-5,0.0,0.0,0.0,多
2026-06-16,1213,大飲,9.44,9.44,8.5,8.5,8,0,0,0,0,0.0,0.0,0.0,空
2026-06-16,1215,卜蜂,116.0,117.0,114.5,115.5,1870,409,-44,0,-1,0.0,0.0,0.0,空
2026-06-16,1216,統一,76.4,76.4,75.4,75.6,8209,2131,235,-538,-37,0.0,0.0,0.0,多
2026-06-16,1217,愛之味,9.84,9.88,9.82,9.84,412,23,6,0,-6,0.0,0.0,0.0,多
2026-06-16,1218,泰山,18.0,18.0,17.85,17.9,1065,77,-106,0,-9,0.0,0.0,0.0,空
2026-06-16,1219,福壽,12.55,12.6,12.5,12.55,329,24,10,0,11,0.0,0.0,0.0,多
2026-06-16,1220,台榮,11.8,11.8,11.6,11.7,74,4,-12,0,0,0.0,0.0,0.0,多
2026-06-16,1225,福懋油,31.0,32.0,30.35,32.0,432,146,49,0,-22,0.0,0.0,0.0,多
2026-06-16,1227,佳格,28.95,28.95,28.7,28.85,925,118,101,0,-1,0.0,0.0,0.0,多
2026-06-16,1229,聯華,42.05,42.05,41.7,41.9,1847,195,552,0,2,0.0,0.0,0.0,多
2026-06-16,1231,聯華食,88.4,88.4,86.9,87.4,236,43,53,0,0,0.0,0.0,0.0,多
2026-06-16,1232,大統益,144.5,144.5,143.5,144.0,184,7,-72,0,-1,0.0,0.0,0.0,空
2026-06-16,1233,天仁,28.1,28.1,27.9,27.9,30,2,10,0,-2,0.0,0.0,0.0,多
2026-06-16,1234,黑松,35.15,35.15,35.0,35.0,97,21,47,0,2,0.0,0.0,0.0,多
2026-06-16,1235,興泰,39.75,39.75,38.25,38.3,24,3,8,0,1,0.0,0.0,0.0,多
2026-06-16,1236,宏亞,25.65,25.8,25.5,25.55,58,16,13,0,-1,0.0,0.0,0.0,多
2026-06-16,1240,茂生農經,58.1,58.3,58.1,58.2,7,0,0,0,0,0.0,0.0,0.0,多
2026-06-16,1256,鮮活果汁-KY,177.5,181.0,177.0,178.5,57,20,-14,0,0,0.0,0.0,0.0,空
2026-06-16,1259,安心,58.0,58.6,58.0,58.6,6,0,1,0,0,0.0,0.0,0.0,空
2026-06-16,1260,富味鄉,23.14,23.4,22.3,23.4,12,0,0,0,0,0.0,0.0,0.0,空
2026-06-16,1264,德麥,270.5,270.5,269.5,270.0,11,0,-2,0,0,0.0,0.0,0.0,多
2026-06-16,1268,漢來美食,169.0,170.0,168.5,169.5,24,0,5,0,0,0.0,0.0,0.0,空
2026-06-16,1269,乾杯,68.79,69.5,66.3,69.5,0,0,0,0,0,0.0,0.0,0.0,多
2026-06-16,1271,晨暉生技,65.14,65.0,64.1,64.3,31,0,0,0,0,0.0,0.0,0.0,多
2026-06-16,1293,利統,26.62,28.15,26.75,27.6,5,0,0,0,0,0.0,0.0,0.0,多
2026-06-16,1294,漢田生技,79.0,79.4,79.0,79.1,24,0,0,0,0,0.0,0.0,0.0,多
2026-06-16,1295,生合,49.5,49.5,48.6,48.6,41,0,-22,0,0,0.0,0.0,0.0,多
2026-06-16,1301,台塑,47.3,48.65,46.65,46.75,26097,10382,5010,0,-366,0.0,0.0,0.0,空
2026-06-16,1303,南亞,120.5,123.0,114.0,115.0,107797,54460,11392,-385,-755,0.0,0.0,0.0,多
2026-06-16,1304,台聚,12.7,12.95,12.6,12.75,3968,1144,364,0,-55,0.0,0.0,0.0,多
2026-06-16,1305,華夏,12.7,12.9,12.6,12.65,2445,810,456,0,1,0.0,0.0,0.0,多
2026-06-16,1307,三芳,37.65,38.3,37.15,37.4,2272,770,118,-4,266,0.0,0.0,0.0,多
2026-06-16,1308,亞聚,13.6,13.9,13.45,13.5,1772,515,450,0,1,0.0,0.0,0.0,多
2026-06-16,1309,台達化,15.0,15.0,14.4,14.45,4119,1455,-112,0,-3,0.0,0.0,0.0,空
2026-06-16,1310,台苯,8.5,8.71,8.44,8.5,3165,998,489,0,-1,0.0,0.0,0.0,多
2026-06-16,1312,國喬,12.8,13.55,12.75,13.15,13824,6152,-1093,0,63,0.0,0.0,0.0,多
2026-06-16,1313,聯成,11.2,11.35,11.1,11.15,3361,885,565,0,1,0.0,0.0,0.0,多
2026-06-16,1314,中石化,7.83,7.89,7.67,7.68,18604,5255,-848,0,-46,0.0,0.0,0.0,多
2026-06-16,1315,達新,61.4,62.1,61.4,61.5,10,0,6,0,0,0.0,0.0,0.0,多
2026-06-16,1316,上曜,11.05,11.15,10.85,10.85,2568,762,241,0,0,0.0,0.0,0.0,多
2026-06-16,1319,東陽,105.0,105.0,99.6,100.0,4029,793,-252,-668,-79,0.0,0.0,0.0,多
2026-06-16,1321,大洋,31.7,31.75,31.3,31.55,176,43,7,0,1,0.0,0.0,0.0,多
2026-06-16,1323,永裕,19.75,19.95,19.6,19.65,46,6,-16,0,-2,0.0,0.0,0.0,空
2026-06-16,1324,地球,10.65,10.65,10.45,10.55,42,6,-6,0,0,0.0,0.0,0.0,多
2026-06-16,1325,恆大,26.45,26.45,26.05,26.05,234,29,-96,0,0,0.0,0.0,0.0,空
2026-06-16,1326,台化,52.8,55.0,51.8,52.1,41063,15577,12642,0,239,0.0,0.0,0.0,多
2026-06-16,1336,台翰,15.55,15.9,15.05,15.05,500,0,-75,0,0,0.0,0.0,0.0,多
2026-06-16,1337,再生-KY,5.03,5.03,4.9,4.93,656,81,131,0,1,0.0,0.0,0.0,多
2026-06-16,1338,廣華-KY,17.5,17.5,17.15,17.2,134,31,22,0,1,0.0,0.0,0.0,多
2026-06-16,1339,昭輝,45.3,45.3,44.0,44.7,194,45,37,0,0,0.0,0.0,0.0,多
2026-06-16,1340,勝悅-KY,5.77,5.85,5.71,5.75,124,30,3,0,-2,0.0,0.0,0.0,多
2026-06-16,1341,富林-KY,63.0,63.0,62.0,62.3,23,0,6,0,0,0.0,0.0,0.0,空
2026-06-16,1342,八貫,116.0,117.5,114.0,116.5,911,258,-55,0,-7,0.0,0.0,0.0,多
2026-06-16,1343,旭東環保,19.43,19.7,19.1,19.3,33,0,-1,0,0,0.0,0.0,0.0,多
2026-06-16,1402,遠東新,27.6,28.75,27.5,28.55,40154,9449,8115,13429,277,0.0,0.0,0.0,多
2026-06-16,1409,新纖,25.8,26.9,25.75,26.9,15358,0,1269,0,543,0.0,0.0,0.0,多
2026-06-16,1410,南染,24.8,25.4,24.6,24.6,75,36,7,0,0,0.0,0.0,0.0,空
2026-06-16,1413,宏洲,9.63,9.67,9.43,9.43,26,0,4,0,0,0.0,0.0,0.0,空
2026-06-16,1414,東和,17.25,17.3,17.0,17.25,197,133,10,0,0,0.0,0.0,0.0,多
2026-06-16,1416,廣豐,11.4,11.4,11.0,11.1,435,68,-41,0,-4,0.0,0.0,0.0,空
2026-06-16,1417,嘉裕,8.58,8.59,8.51,8.54,156,36,-11,0,1,0.0,0.0,0.0,多
2026-06-16,1418,東華,18.35,18.75,18.35,18.65,43,2,8,0,-2,0.0,0.0,0.0,多
2026-06-16,1419,新紡,67.4,68.0,66.5,67.5,306,67,20,0,1,0.0,0.0,0.0,多
2026-06-16,1423,利華,44.95,44.95,44.0,44.8,204,21,-25,0,-1,0.0,0.0,0.0,多
2026-06-16,1432,大魯閣,17.3,17.35,17.15,17.25,318,13,17,0,0,0.0,0.0,0.0,多
2026-06-16,1434,福懋,16.8,17.05,16.75,16.8,2315,514,921,0,4,0.0,0.0,0.0,多
2026-06-16,1436,華友聯,46.0,47.1,45.6,45.9,491,195,105,0,1,0.0,0.0,0.0,多
2026-06-16,1437,勤益控,29.7,29.7,29.55,29.55,68,17,3,0,1,0.0,0.0,0.0,多
2026-06-16,1438,三地開發,22.8,23.85,22.65,22.7,241,103,-37,0,2,0.0,0.0,0.0,多
2026-06-16,1439,雋揚,25.3,25.4,25.1,25.2,14,4,8,0,0,0.0,0.0,0.0,空
2026-06-16,1440,南紡,13.3,13.4,13.15,13.25,1926,582,-43,0,0,0.0,0.0,0.0,空
2026-06-16,1441,大東,9.19,9.31,9.1,9.12,40,0,7,0,0,0.0,0.0,0.0,多
2026-06-16,1442,名軒,28.2,28.2,27.45,27.5,208,39,-18,0,1,0.0,0.0,0.0,多
2026-06-16,1443,立益,27.55,27.9,27.15,27.9,23,4,2,0,0,0.0,0.0,0.0,多
2026-06-16,1443,立益物流,27.55,27.9,27.15,27.9,23,4,2,0,0,0.0,0.0,0.0,多
2026-06-16,1444,力麗,7.2,7.24,7.03,7.04,1510,0,-140,0,-2,0.0,0.0,0.0,多
2026-06-16,1445,大宇,11.1,11.3,11.0,11.0,98,11,-12,0,8,0.0,0.0,0.0,空
2026-06-16,1446,宏和,16.9,17.0,16.6,16.7,327,33,-93,0,1,0.0,0.0,0.0,多
2026-06-16,1447,力鵬,6.18,6.2,6.07,6.11,1075,0,-70,0,-4,0.0,0.0,0.0,空
2026-06-16,1449,佳和,14.1,14.1,13.75,13.85,1510,270,-15,0,0,0.0,0.0,0.0,多
2026-06-16,1451,年興,16.9,16.95,16.8,16.85,117,0,42,0,-6,0.0,0.0,0.0,多
2026-06-16,1452,宏益,10.95,11.0,10.75,10.9,316,9,-7,0,-2,0.0,0.0,0.0,多
2026-06-16,1453,大將,11.6,11.9,11.6,11.75,126,11,24,0,0,0.0,0.0,0.0,多
2026-06-16,1454,台富,13.0,13.0,12.65,12.65,70,10,4,0,0,0.0,0.0,0.0,多
2026-06-16,1455,集盛,9.91,10.0,9.9,9.96,1501,460,305,0,-10,0.0,0.0,0.0,多
2026-06-16,1456,怡華,14.6,14.6,14.3,14.55,85,23,30,0,0,0.0,0.0,0.0,多
2026-06-16,1457,宜進,14.6,14.6,14.45,14.45,127,9,46,0,0,0.0,0.0,0.0,多
2026-06-16,1459,聯發,11.75,11.85,11.75,11.75,81,8,9,0,-6,0.0,0.0,0.0,多
2026-06-16,1460,宏遠,7.13,7.3,7.05,7.29,1064,0,333,0,0,0.0,0.0,0.0,多
2026-06-16,1463,強盛新,17.8,17.8,17.55,17.7,44,2,10,0,-1,0.0,0.0,0.0,多
2026-06-16,1464,得力,10.45,10.45,10.3,10.35,358,57,-23,0,0,0.0,0.0,0.0,多
2026-06-16,1465,偉全,12.4,12.5,12.35,12.35,118,19,28,0,0,0.0,0.0,0.0,多
2026-06-16,1466,聚隆,14.7,14.7,14.0,14.0,333,153,-15,0,16,0.0,0.0,0.0,多
2026-06-16,1467,南緯,7.4,7.46,7.32,7.33,145,14,8,0,0,0.0,0.0,0.0,空
2026-06-16,1468,昶和,11.95,12.0,11.8,11.95,42,0,6,0,-1,0.0,0.0,0.0,空
2026-06-16,1470,大統新創,23.0,23.0,22.9,22.9,8,0,6,0,0,0.0,0.0,0.0,空
2026-06-16,1471,首利,11.1,11.1,10.7,10.7,449,0,-82,0,1,0.0,0.0,0.0,空
2026-06-16,1472,三洋實業,91.0,91.0,88.2,90.9,47,4,3,0,-1,0.0,0.0,0.0,多
2026-06-16,1473,台南,20.4,20.65,20.3,20.4,55,3,3,0,1,0.0,0.0,0.0,多
2026-06-16,1474,弘裕,10.25,10.25,10.05,10.05,55,17,-7,0,0,0.0,0.0,0.0,多
2026-06-16,1475,業旺,27.2,27.2,26.45,26.95,33,6,4,0,1,0.0,0.0,0.0,多
2026-06-16,1476,儒鴻,341.0,349.5,335.5,343.5,3659,671,-2339,432,3,0.0,0.0,0.0,空
2026-06-16,1477,聚陽,218.0,222.0,215.0,219.5,2974,729,-561,-82,64,0.0,0.0,0.0,空
2026-06-16,1480,東盟開發,9.13,9.1,9.1,9.1,1,0,0,0,0,0.0,0.0,0.0,多
2026-06-16,1503,士電,225.0,227.5,222.0,224.5,3161,962,-312,-1,54,0.0,0.0,0.0,空
2026-06-16,1504,東元,74.0,74.0,71.8,71.8,15838,2008,-5329,-621,-42,0.0,0.0,0.0,空
2026-06-16,1506,正道,10.5,10.5,10.25,10.45,299,0,-9,0,2,0.0,0.0,0.0,多
2026-06-16,1512,瑞利,6.86,6.9,6.8,6.89,50,0,21,0,0,0.0,0.0,0.0,多
2026-06-16,1513,中興電,171.5,171.5,168.0,168.5,3931,848,11,87,-28,0.0,0.0,0.0,空
2026-06-16,1514,亞力,122.5,123.0,118.0,120.0,2636,608,-500,0,-56,0.0,0.0,0.0,空
2026-06-16,1515,力山,23.8,23.8,23.4,23.4,384,53,-33,0,0,0.0,0.0,0.0,多
2026-06-16,1516,川飛,21.1,21.1,20.4,20.55,45,0,-4,0,0,0.0,0.0,0.0,空
2026-06-16,1517,利奇,10.8,10.8,10.5,10.5,274,64,-40,0,23,0.0,0.0,0.0,多
2026-06-16,1519,華城,799.0,802.0,776.0,781.0,2742,749,-512,5,-11,0.0,0.0,0.0,空
2026-06-16,1521,大億,26.0,27.0,25.8,26.55,93,12,-19,0,-1,0.0,0.0,0.0,空
2026-06-16,1522,堤維西,31.2,31.6,31.0,31.25,692,152,15,-1,0,0.0,0.0,0.0,空
2026-06-16,1524,耿鼎,30.05,30.2,29.5,29.55,686,86,-49,0,-1,0.0,0.0,0.0,空
2026-06-16,1525,江申,66.3,66.3,65.5,65.5,8,1,3,0,-1,0.0,0.0,0.0,空
2026-06-16,1526,日馳,14.6,14.65,14.45,14.55,79,17,-18,0,0,0.0,0.0,0.0,多
2026-06-16,1527,鑽全,33.5,33.5,33.15,33.2,132,21,41,0,-7,0.0,0.0,0.0,空
2026-06-16,1528,恩德,26.4,26.65,25.45,25.5,4977,2102,-996,0,0,0.0,0.0,0.0,空
2026-06-16,1529,樂事綠能,23.3,23.3,22.65,22.75,480,81,-1,0,4,0.0,0.0,0.0,多
2026-06-16,1530,亞崴,30.35,30.95,30.35,30.55,70,16,4,0,-1,0.0,0.0,0.0,空
2026-06-16,1531,高林股,12.9,12.95,12.75,12.95,187,37,37,0,5,0.0,0.0,0.0,多
2026-06-16,1532,勤美,24.2,24.2,23.5,23.7,1660,166,-168,-1,1,0.0,0.0,0.0,多
2026-06-16,1533,車王電,39.0,39.0,37.65,38.15,330,84,-110,0,5,0.0,0.0,0.0,空
2026-06-16,1535,中宇,50.0,50.2,49.8,50.1,84,7,16,0,0,0.0,0.0,0.0,多
2026-06-16,1536,和大,50.0,50.3,48.65,48.9,1312,158,-679,0,-55,0.0,0.0,0.0,空
2026-06-16,1537,廣隆,127.0,127.0,126.5,126.5,59,4,22,0,-1,0.0,0.0,0.0,空
2026-06-16,1538,正峰,12.0,12.0,12.0,12.0,5,0,0,0,0,0.0,0.0,0.0,多
2026-06-16,1539,巨庭,15.85,16.0,15.3,15.5,468,159,61,0,2,0.0,0.0,0.0,空
2026-06-16,1540,喬福,22.25,22.5,21.85,21.85,215,44,-46,0,2,0.0,0.0,0.0,空
2026-06-16,1541,錩泰,21.05,21.25,20.9,21.1,18,4,13,0,0,0.0,0.0,0.0,多
2026-06-16,1558,伸興,90.5,91.3,90.5,91.0,63,6,9,0,0,0.0,0.0,0.0,多
2026-06-16,1560,中砂,711.0,718.0,676.0,679.0,1637,709,-184,0,-11,0.0,0.0,0.0,空
2026-06-16,1563,巧新,65.7,65.9,63.6,65.8,1393,0,-50,0,-151,0.0,0.0,0.0,空
2026-06-16,1565,精華,93.0,93.7,92.7,93.5,180,0,41,0,-5,0.0,0.0,0.0,多
2026-06-16,1568,倉佑,43.6,43.6,41.75,43.25,340,0,-16,0,-1,0.0,0.0,0.0,空
2026-06-16,1569,濱川,49.45,50.0,48.6,48.75,627,0,-258,0,-13,0.0,0.0,0.0,空
2026-06-16,1570,力肯,43.4,43.6,41.5,42.2,200,0,-79,0,0,0.0,0.0,0.0,空
2026-06-16,1580,新麥,124.0,124.0,123.0,124.0,87,0,-6,0,0,0.0,0.0,0.0,多
2026-06-16,1582,信錦,90.3,90.6,88.3,89.1,2173,325,-419,0,71,0.0,0.0,0.0,空
2026-06-16,1583,程泰,51.7,51.7,50.3,50.6,21,8,2,0,-1,0.0,0.0,0.0,空
2026-06-16,1584,精剛,19.8,19.8,19.5,19.65,563,0,-133,0,-1,0.0,0.0,0.0,多
2026-06-16,1586,和勤,21.3,21.5,21.05,21.3,405,0,-86,0,0,0.0,0.0,0.0,空
2026-06-16,1587,吉茂,28.05,28.05,27.6,27.8,234,47,-9,0,0,0.0,0.0,0.0,空
2026-06-16,1590,亞德客-KY,1310.0,1310.0,1240.0,1295.0,758,308,-23,-54,-12,0.0,0.0,0.0,空
2026-06-16,1593,祺驊,31.75,32.3,31.75,32.25,97,0,7,0,0,0.0,0.0,0.0,多
2026-06-16,1594,日高,8.63,8.89,8.45,8.89,9,0,0,0,0,0.0,0.0,0.0,空
2026-06-16,1595,川寶,75.4,77.9,74.0,74.3,680,0,-105,0,0,0.0,0.0,0.0,空
2026-06-16,1597,直得,156.0,156.5,148.5,150.0,1691,578,308,0,13,0.0,0.0,0.0,空
2026-06-16,1598,岱宇,21.0,21.1,20.7,20.8,243,27,98,0,5,0.0,0.0,0.0,多
2026-06-16,1599,宏佳騰,23.35,23.5,23.25,23.45,68,0,17,0,0,0.0,0.0,0.0,多
2026-06-16,1603,華電,32.0,32.0,31.75,31.75,289,43,-28,0,1,0.0,0.0,0.0,空
2026-06-16,1604,聲寶,23.4,23.4,23.15,23.2,229,48,34,0,-11,0.0,0.0,0.0,多
2026-06-16,1605,華新,40.05,40.4,39.0,39.15,48695,22202,-2966,-198,-200,0.0,0.0,0.0,空
2026-06-16,1608,華榮,35.5,35.6,34.55,34.55,2626,548,-780,-15,1,0.0,0.0,0.0,空
2026-06-16,1609,大亞,38.95,38.95,37.6,37.75,4337,967,-228,0,0,0.0,0.0,0.0,空
2026-06-16,1611,中電,13.35,13.35,13.0,13.05,924,85,358,0,0,0.0,0.0,0.0,多
2026-06-16,1612,宏泰,38.5,38.5,37.75,37.85,767,99,-226,-4,36,0.0,0.0,0.0,空
2026-06-16,1614,三洋電,31.95,32.15,31.9,32.0,37,3,15,0,2,0.0,0.0,0.0,空
2026-06-16,1615,大山,44.9,45.35,44.7,44.75,108,15,36,0,0,0.0,0.0,0.0,多
2026-06-16,1616,億泰,22.8,22.8,22.0,22.2,468,105,69,0,4,0.0,0.0,0.0,空
2026-06-16,1617,榮星,16.5,16.6,16.35,16.35,68,7,5,0,0,0.0,0.0,0.0,多
2026-06-16,1618,合機,43.1,43.1,42.05,42.05,864,235,-68,0,-20,0.0,0.0,0.0,空
2026-06-16,1623,大東電,215.0,216.0,212.5,212.5,100,0,-13,0,0,0.0,0.0,0.0,空
2026-06-16,1626,艾美特-KY,10.25,10.25,9.98,10.0,69,4,7,0,2,0.0,0.0,0.0,多
2026-06-16,1702,南僑,31.5,31.65,31.35,31.55,225,50,54,0,0,0.0,0.0,0.0,多
2026-06-16,1707,葡萄王,103.0,103.5,102.0,103.0,283,39,7,0,0,0.0,0.0,0.0,多
2026-06-16,1708,東鹼,47.5,47.85,45.85,46.0,6969,1932,988,0,-71,0.0,0.0,0.0,多
2026-06-16,1709,和益,21.15,21.5,20.7,20.8,1423,348,132,0,-1,0.0,0.0,0.0,多
2026-06-16,1710,東聯,13.85,13.95,13.5,13.5,3377,1398,-765,0,-131,0.0,0.0,0.0,空
2026-06-16,1711,永光,45.4,45.75,43.1,43.15,5517,1741,-349,0,1,0.0,0.0,0.0,空
2026-06-16,1712,興農,40.25,40.5,39.7,39.75,788,118,-133,0,-2,0.0,0.0,0.0,多
2026-06-16,1713,國化,50.8,51.1,50.2,50.2,184,14,38,0,-2,0.0,0.0,0.0,多
2026-06-16,1714,和桐,17.4,18.2,16.8,17.95,32707,0,-551,0,-370,0.0,0.0,0.0,多
2026-06-16,1717,長興,71.8,72.8,70.0,70.0,7717,2639,-655,0,-33,0.0,0.0,0.0,空
2026-06-16,1718,中纖,9.35,9.35,9.21,9.21,5332,0,936,0,111,0.0,0.0,0.0,多
2026-06-16,1720,生達,62.8,63.0,62.6,62.6,122,14,-17,0,-3,0.0,0.0,0.0,多
2026-06-16,1721,三晃,23.6,24.2,22.85,22.85,1470,0,-230,0,0,0.0,0.0,0.0,空
2026-06-16,1722,台肥,48.9,49.25,48.4,48.65,2420,576,435,0,7,0.0,0.0,0.0,多
2026-06-16,1723,中碳,91.0,91.5,87.1,88.4,1517,432,-3,-21,0,0.0,0.0,0.0,多
2026-06-16,1725,元禎,33.95,34.4,33.55,33.8,268,59,113,0,0,0.0,0.0,0.0,多
2026-06-16,1726,永記,79.0,79.0,78.4,78.9,19,1,12,0,-2,0.0,0.0,0.0,多
2026-06-16,1727,中華化,86.2,87.0,84.7,85.4,1977,736,9,0,-2,0.0,0.0,0.0,空
2026-06-16,1730,花仙子,53.1,53.1,53.0,53.0,32,1,11,0,-2,0.0,0.0,0.0,多
2026-06-16,1731,美吾華,21.75,21.8,21.6,21.7,134,17,23,0,0,0.0,0.0,0.0,多
2026-06-16,1732,毛寶,26.3,26.45,26.15,26.25,62,4,-12,0,0,0.0,0.0,0.0,空
2026-06-16,1733,五鼎,29.35,29.55,29.2,29.25,277,14,-65,0,-2,0.0,0.0,0.0,空
2026-06-16,1734,杏輝,31.45,31.65,31.3,31.65,236,35,48,0,-3,0.0,0.0,0.0,多
2026-06-16,1735,日勝化,23.1,23.3,22.45,22.5,225,26,14,0,0,0.0,0.0,0.0,空
2026-06-16,1736,喬山,118.0,118.5,116.5,117.5,626,219,232,0,0,0.0,0.0,0.0,多
2026-06-16,1737,臺鹽,31.95,31.95,31.7,31.7,120,16,15,0,-5,0.0,0.0,0.0,多
2026-06-16,1742,台蠟,15.7,15.8,15.5,15.6,34,0,-1,0,0,0.0,0.0,0.0,多
2026-06-16,1752,南光,33.55,33.55,33.15,33.15,75,6,-7,0,0,0.0,0.0,0.0,多
2026-06-16,1760,寶齡富錦,60.1,60.1,59.6,59.6,151,9,-1,0,0,0.0,0.0,0.0,多
2026-06-16,1762,中化生,35.65,35.65,34.35,34.7,373,56,-154,0,0,0.0,0.0,0.0,空
2026-06-16,1773,勝一,179.0,179.5,176.5,177.5,709,100,366,0,-3,0.0,0.0,0.0,空
2026-06-16,1776,展宇,18.1,18.35,18.1,18.3,124,7,10,0,-6,0.0,0.0,0.0,空
2026-06-16,1777,生泰,72.4,72.4,72.1,72.4,12,0,-1,0,0,0.0,0.0,0.0,多
2026-06-16,1780,立弘,30.0,30.1,28.5,28.8,525,0,-20,0,0,0.0,0.0,0.0,空
2026-06-16,1781,合世,12.0,12.0,11.9,12.0,52,0,10,0,0,0.0,0.0,0.0,多
2026-06-16,1783,和康生,38.85,38.85,38.55,38.7,55,3,-18,0,0,0.0,0.0,0.0,多
2026-06-16,1784,訊聯,67.6,68.8,65.1,65.9,176,0,-41,0,0,0.0,0.0,0.0,多
2026-06-16,1785,光洋科,146.0,148.5,141.0,142.5,12951,0,496,0,-60,0.0,0.0,0.0,空
2026-06-16,1786,科妍,56.0,56.2,54.2,54.3,320,65,43,0,-17,0.0,0.0,0.0,多
2026-06-16,1788,杏昌,130.0,131.0,129.0,130.5,135,0,-8,0,0,0.0,0.0,0.0,空
2026-06-16,1789,神隆,20.25,20.3,20.0,20.05,454,65,57,0,-1,0.0,0.0,0.0,多
2026-06-16,1795,美時,196.0,196.0,191.0,191.0,1996,329,-444,-27,-1,0.0,0.0,0.0,多
2026-06-16,1796,金穎生技,33.95,34.0,33.95,33.95,14,0,2,0,0,0.0,0.0,0.0,空
2026-06-16,1799,易威,31.25,31.7,30.4,30.7,118,0,2,0,-1,0.0,0.0,0.0,空
2026-06-16,1802,台玻,68.8,72.0,67.3,68.2,91188,58343,7533,1764,1298,0.0,0.0,0.0,空
2026-06-16,1805,寶徠,10.15,10.25,10.05,10.25,162,17,-5,0,0,0.0,0.0,0.0,空
2026-06-16,1806,冠軍,8.26,8.26,8.14,8.16,233,19,32,0,-1,0.0,0.0,0.0,多
2026-06-16,1808,潤隆,32.65,32.9,31.85,31.9,2028,601,-291,0,-4,0.0,0.0,0.0,多
2026-06-16,1809,中釉,52.1,52.1,49.1,49.5,6467,2680,-651,0,0,0.0,0.0,0.0,空
