date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-06-16,1810,和成,20.4,20.5,19.8,19.85,2301,502,131,-24,0,0.0,0.0,0.0,空
2026-06-16,1813,寶利徠,11.85,11.9,11.85,11.9,30,0,-4,0,0,0.0,0.0,0.0,多
2026-06-16,1815,富喬,96.1,101.5,94.7,94.8,24510,0,165,0,51,0.0,0.0,0.0,空
2026-06-16,1817,凱撒衛,40.0,41.2,40.0,40.35,128,31,37,0,-4,0.0,0.0,0.0,多
2026-06-16,1903,士紙,48.3,48.3,47.7,47.85,194,50,33,0,-2,0.0,0.0,0.0,空
2026-06-16,1904,正隆,22.8,23.2,22.55,23.05,4579,1114,461,0,-39,0.0,0.0,0.0,多
2026-06-16,1905,華紙,13.0,14.15,12.75,14.15,14957,3877,497,0,16,0.0,0.0,0.0,多
2026-06-16,1906,寶隆,11.35,11.65,11.2,11.35,350,120,-22,0,3,0.0,0.0,0.0,多
2026-06-16,1907,永豐餘,26.35,27.45,26.0,26.95,3479,1474,142,-15,-135,0.0,0.0,0.0,多
2026-06-16,1909,榮成,9.9,10.3,9.82,10.05,9403,3226,981,0,-11,0.0,0.0,0.0,多
2026-06-16,2002,中鋼,19.05,19.05,18.65,18.65,61688,11759,-25526,-396,-182,0.0,0.0,0.0,空
2026-06-16,2006,東和鋼鐵,70.0,70.0,68.1,68.7,2623,957,-645,236,-12,0.0,0.0,0.0,多
2026-06-16,2007,燁興,7.53,7.53,7.41,7.41,369,0,92,0,8,0.0,0.0,0.0,空
