date,stock_id,stock_name,open,high,low,close,volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio,macd_status
2026-06-12,50,元大台灣50,103.25,103.75,101.55,101.95,76563,5759,4830,5552,6.35,93.64,100.0,-
2026-06-12,51,元大中型100,140.1,141.95,140.0,140.25,72,-10,0,-6,0.57,99.42,100.0,-
2026-06-12,52,富邦科技,60.0,60.25,59.3,59.6,19610,1525,0,5829,1.86,98.13,100.0,-
2026-06-12,53,元大電子,236.65,236.65,232.95,233.95,78,0,0,-52,1.08,98.91,100.0,-
2026-06-12,55,元大MSCI金融,40.03,40.57,39.69,39.72,1278,567,0,-410,1.83,98.16,100.0,-
2026-06-12,56,元大高股息,51.05,51.65,50.5,50.6,43124,12930,80,5279,0.93,99.06,100.0,-
2026-06-12,57,富邦摩台,303.15,303.9,302.05,302.05,53,0,0,-23,5.91,94.08,100.0,-
2026-06-12,61,元大寶滬深,24.38,24.91,24.38,24.83,466,-213,0,426,4.91,95.08,100.0,-
2026-06-12,1101,台泥,24.35,24.85,24.25,24.55,30216,6211,61,-340,14.41,85.58,100.0,多
2026-06-12,1102,亞泥,34.9,35.5,34.65,35.2,15449,-67,23,-16,12.23,87.76,100.0,多
2026-06-12,1103,嘉泥,13.45,13.6,13.4,13.55,314,65,0,-12,4.57,95.42,100.0,多
2026-06-12,1104,環泥,29.2,29.35,29.05,29.2,579,192,-5,13,15.16,84.83,100.0,多
2026-06-12,1108,幸福,13.7,13.8,13.65,13.8,233,-6,0,1,1.36,98.63,100.0,多
2026-06-12,1109,信大,14.65,14.7,14.55,14.7,116,26,0,-2,2.36,97.63,100.0,多
2026-06-12,1110,東泥,15.4,15.65,15.4,15.45,121,5,0,10,5.82,94.17,100.0,多
2026-06-12,1201,味全,12.4,12.5,12.35,12.5,347,58,0,-3,5.0,94.99,100.0,多
2026-06-12,1203,味王,42.75,43.0,42.75,42.8,17,2,0,1,1.73,98.26,100.0,空
2026-06-12,1210,大成,55.4,55.8,54.5,55.3,4658,-2043,1692,13,8.53,91.46,100.0,多
2026-06-12,1213,大飲,8.31,8.6,8.31,8.6,13,0,0,0,0.01,99.98,100.0,多
2026-06-12,1215,卜蜂,117.5,118.0,117.0,118.0,1080,-368,224,-6,37.68,62.31,100.0,空
2026-06-12,1216,統一,75.6,76.7,75.6,76.5,14052,6307,-70,83,31.71,68.28,100.0,多
2026-06-12,1217,愛之味,9.9,9.9,9.84,9.87,443,-50,0,-3,7.94,92.05,100.0,多
2026-06-12,1218,泰山,18.05,18.05,17.85,18.0,2991,-1360,0,8,3.69,96.3,100.0,空
2026-06-12,1219,福壽,12.45,12.55,12.4,12.5,363,74,0,-10,5.53,94.46,100.0,多
2026-06-12,1220,台榮,11.7,11.75,11.6,11.65,82,-6,0,0,7.09,92.9,100.0,多
2026-06-12,1225,福懋油,29.4,31.3,29.3,31.15,622,-142,0,-7,1.29,98.7,100.0,多
2026-06-12,1227,佳格,29.2,29.45,29.0,29.1,1923,757,-4,-3,6.76,93.23,100.0,多
2026-06-12,1229,聯華,41.8,42.2,41.6,41.65,1813,700,-10,-2,8.94,91.05,100.0,多
2026-06-12,1231,聯華食,87.5,89.5,87.5,89.1,371,148,-2,1,2.77,97.22,100.0,多
2026-06-12,1232,大統益,150.5,150.5,149.5,150.5,282,-24,-1,6,2.53,97.46,100.0,多
2026-06-12,1233,天仁,28.0,28.0,27.8,27.8,23,-11,0,0,5.75,94.24,100.0,多
2026-06-12,1234,黑松,35.2,35.2,35.0,35.2,102,9,0,1,4.74,95.25,100.0,多
2026-06-12,1235,興泰,37.4,38.65,37.3,38.65,19,1,0,1,0.25,99.74,100.0,空
2026-06-12,1236,宏亞,25.7,25.8,25.6,25.7,40,1,0,0,0.46,99.53,100.0,多
2026-06-12,1240,茂生農經,57.9,58.5,57.9,58.5,12,0,0,0,3.64,96.35,100.0,多
2026-06-12,1256,鮮活果汁-KY,177.5,180.5,176.0,178.0,56,-3,0,1,4.63,95.36,100.0,空
2026-06-12,1259,安心,0.0,0.0,0.0,0.0,0,0,0,0,26.12,73.87,100.0,空
2026-06-12,1260,富味鄉,23.26,23.45,23.05,23.45,18,0,0,0,0.0,0.0,0.0,空
2026-06-12,1264,德麥,271.0,272.0,270.0,270.0,12,3,0,-2,1.77,98.22,100.0,多
2026-06-12,1268,漢來美食,168.0,169.0,168.0,168.0,7,-2,0,0,1.69,98.3,100.0,空
2026-06-12,1269,乾杯,69.07,69.5,69.0,69.5,5,0,0,0,0.0,0.0,0.0,多
2026-06-12,1271,晨暉生技,62.93,64.0,62.6,63.3,53,0,0,0,0.0,0.0,0.0,多
2026-06-12,1293,利統,26.85,27.35,27.35,27.35,0,0,0,0,0.0,0.0,0.0,空
2026-06-12,1294,漢田生技,79.1,79.9,78.8,78.8,28,-5,0,0,0.56,99.43,100.0,多
2026-06-12,1295,生合,48.5,50.3,48.3,50.2,87,8,0,0,2.25,97.74,100.0,多
2026-06-12,1301,台塑,44.55,45.45,44.55,45.25,21498,5946,-35,524,30.18,69.81,100.0,空
2026-06-12,1303,南亞,101.0,106.5,101.0,106.5,54209,20882,401,1042,34.61,65.38,100.0,空
2026-06-12,1304,台聚,12.6,12.9,12.5,12.7,3633,1464,0,-34,28.32,71.67,100.0,多
2026-06-12,1305,華夏,12.7,12.9,12.6,12.65,2304,540,0,-5,4.5,95.49,100.0,多
2026-06-12,1307,三芳,35.7,36.9,35.6,36.75,2857,1574,-4,84,7.78,92.21,100.0,多
2026-06-12,1308,亞聚,13.45,13.75,13.45,13.65,2354,498,0,-2,4.1,95.89,100.0,多
