date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-06-05,0050,元大台灣50,105.0,105.35,102.8,104.15,337031,18797,-62925,6297,-52712,5.04,94.95,100.0
2026-06-05,0051,元大中型100,144.85,144.85,139.45,143.25,120,7,8,0,-39,0.52,99.47,100.0
2026-06-05,0052,富邦科技,61.6,61.85,60.3,61.0,47085,8380,-6187,0,-4827,1.71,98.28,100.0
2026-06-05,0053,元大電子,241.8,241.8,236.7,239.3,65,12,-8,0,-10,1.2,98.79,100.0
2026-06-05,0055,元大MSCI金融,38.82,39.14,38.17,39.14,932,157,-113,0,34,0.99,99.0,100.0
2026-06-05,0056,元大高股息,52.0,52.2,50.7,51.8,71486,18856,148,0,5084,0.83,99.16,100.0
2026-06-05,0057,富邦摩台,310.3,310.3,305.55,308.0,19,0,0,0,-2,6.88,93.11,100.0
2026-06-05,0061,元大寶滬深,25.1,25.24,25.0,25.0,263,1,10,0,128,5.07,94.92,100.0
2026-06-05,1101,台泥,24.5,24.6,24.2,24.4,31313,7287,-7828,216,-75,14.87,85.12,100.0
2026-06-05,1102,亞泥,34.3,34.55,34.1,34.4,14863,4302,-6086,105,-49,12.97,87.02,100.0
2026-06-05,1103,嘉泥,13.6,13.75,13.5,13.6,422,77,1,0,1,4.57,95.42,100.0
2026-06-05,1104,環泥,29.25,29.4,28.9,29.4,1284,238,-28,-1,256,15.2,84.79,100.0
2026-06-05,1108,幸福,14.1,14.1,13.8,13.8,1029,106,79,0,-1,1.31,98.68,100.0
2026-06-05,1109,信大,14.8,14.9,14.75,14.85,72,6,-5,0,-4,2.34,97.65,100.0
2026-06-05,1110,東泥,16.0,16.0,15.5,16.0,630,153,-127,0,-3,5.82,94.17,100.0
2026-06-05,1201,味全,12.6,12.6,12.35,12.45,417,52,-40,0,-6,5.03,94.96,100.0
2026-06-05,1203,味王,42.45,42.95,42.45,42.85,8,2,0,0,1,1.73,98.26,100.0
2026-06-05,1210,大成,54.2,55.2,53.8,54.4,10924,3716,-5108,5356,-15,9.83,90.16,100.0
2026-06-05,1213,大飲,8.85,8.85,8.11,8.43,25,0,0,0,0,0.01,99.98,100.0
2026-06-05,1215,卜蜂,116.0,119.0,116.0,119.0,4556,1190,1051,-1710,-17,36.63,63.36,100.0
2026-06-05,1216,統一,73.5,74.3,73.5,73.8,9454,2503,285,41,18,31.41,68.58,100.0
2026-06-05,1217,愛之味,10.0,10.0,9.9,9.92,875,57,-118,0,-7,7.87,92.12,100.0
2026-06-05,1218,泰山,19.5,19.6,19.25,19.35,1631,159,-393,0,-3,4.1,95.89,100.0
2026-06-05,1219,福壽,13.0,13.1,12.95,13.0,1030,42,-101,0,-5,5.5,94.49,100.0
2026-06-05,1220,台榮,11.9,11.95,11.85,11.95,80,1,32,0,0,7.11,92.88,100.0
2026-06-05,1225,福懋油,29.65,29.85,29.2,29.5,180,32,-41,0,-5,1.4,98.59,100.0
2026-06-05,1227,佳格,28.7,28.9,28.55,28.85,2950,588,41,-1,-25,6.14,93.85,100.0
2026-06-05,1229,聯華,42.55,42.6,41.85,42.0,4034,617,-1443,-16,-14,8.92,91.07,100.0
2026-06-05,1231,聯華食,86.9,89.4,86.9,89.0,668,94,140,-1,-4,2.83,97.16,100.0
2026-06-05,1232,大統益,148.0,150.0,148.0,149.5,160,28,-2,0,-1,2.54,97.45,100.0
2026-06-05,1233,天仁,27.95,28.0,27.7,27.7,19,0,2,0,-3,5.66,94.33,100.0
2026-06-05,1234,黑松,35.15,35.15,34.85,35.15,170,14,-52,0,16,4.73,95.26,100.0
2026-06-05,1235,興泰,41.45,41.5,38.3,38.7,15,7,-1,0,-2,0.27,99.72,100.0
2026-06-05,1236,宏亞,25.55,25.55,25.2,25.5,37,11,2,0,3,0.5,99.49,100.0
2026-06-05,1240,茂生農經,57.3,57.4,57.3,57.3,16,1,0,0,0,3.66,96.33,100.0
2026-06-05,1256,鮮活果汁-KY,203.5,203.5,180.0,181.0,470,131,-18,0,7,4.63,95.36,100.0
2026-06-05,1259,安心,57.8,58.6,57.5,58.6,5,1,-1,0,0,26.14,73.85,100.0
2026-06-05,1260,富味鄉,23.52,24.15,23.05,24.15,7,0,0,0,0,0.0,0.0,0.0
2026-06-05,1264,德麥,270.0,271.0,270.0,271.0,47,1,2,0,-15,1.69,98.3,100.0
