date,stock_id,stock_name,open,high,low,close,volume,macd_status
2025-12-31,4950,金耘國際,18.0,18.2,17.6,18.2,18,-
2025-12-31,6829,千附精密,109.5,109.5,108.5,108.5,103,-
2025-12-31,7747,昕奇雲端,118.0,118.0,114.0,117.0,7,-
2025-12-31,7547,碩網,57.5,57.8,57.0,57.2,43,-
2025-12-31,7860,得生製藥,75.6,76.0,72.4,75.8,7,-
2025-12-31,6971,惠民實業,30.15,30.4,30.05,30.4,58,-
2025-12-31,7738,東聯互動,185.0,188.0,185.0,187.5,53,-
2025-12-31,7782,光速火箭,29.25,29.5,29.2,29.5,14,-
2025-12-31,6910,德鴻,34.55,34.8,34.25,34.5,173,-
2025-12-31,6725,矽科宏晟,313.0,313.0,288.0,291.0,1536,-
2025-12-31,6403,群登,5.26,5.47,5.0,5.3,265,-
2025-12-31,7792,安葆,213.84,219.5,213.0,217.5,81,-
2025-12-31,7811,民盛,129.0,129.0,128.0,129.0,0,-
2025-12-31,2072,世紀風電,244.69,273.0,245.0,269.0,363,-
2025-12-31,3616,泓辰,25.84,26.25,25.75,25.9,233,-
2025-12-31,4132,國鼎,21.41,24.45,21.45,24.05,1177,-
2025-12-31,6652,雅祥生醫,5.78,6.1,5.88,5.91,22,-
2025-12-31,4773,高福,44.7,44.7,44.7,44.7,0,-
2025-12-31,7794,宏碁智新,44.13,46.0,46.0,46.0,0,-
2025-12-31,7821,神數,57.58,58.0,53.1,57.2,114,-
2025-12-31,7820,立盈,156.1,156.0,150.0,152.0,31,-
2025-12-31,3485,敘豐,114.85,116.5,112.5,115.5,119,-
2025-12-31,7842,天能綠電,157.6,153.5,153.5,153.5,1,-
2025-12-31,7818,溢泰實業,112.5,112.5,112.0,112.5,3,-
2025-12-31,3454,晶睿,98.8,98.8,98.7,98.8,231,-
2025-12-31,4987,科誠,72.6,72.9,72.2,72.8,35,-
2025-12-31,6983,華洋精機,145.59,186.0,150.0,180.0,268,-
2025-12-31,2601,益航,5.42,5.47,5.4,5.43,1038,-
2025-12-31,1589,永冠-KY,17.05,17.3,16.85,16.85,384,-
2025-12-31,1595,川寶,48.7,48.7,42.8,43.15,4097,-
2025-12-31,4924,欣厚-KY,11.25,11.75,11.25,11.35,37,-
2025-12-31,2230,泰茂,92.0,92.5,91.0,91.9,388,-
